week,rank,title,artist,spotify_id,danceability,energy,tempo,valence,speechiness,acousticness,instrumentalness,liveness,loudness,key,mode,genre
2025-03-02,60,CN Tower,PARTYNEXTDOOR & Drake,4u43I0LP2Xf85OAS85eG0R,0.672,0.412,126.921,0.217,0.194,0.318,0.0,0.131,-7.057,3.0,0.0,dark r&b
2025-03-02,61,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",2aTf0R0TQCJJKcb0ipszD2,0.59,0.641,123.887,0.712,0.183,0.71,4.99e-05,0.0945,-5.933,3.0,0.0,dark r&b
2025-03-02,62,Bad Dreams,Teddy Swims,3nHuKdFJZm78CoeBnDcFKe,0.707,0.68,125.058,0.62,0.0884,0.274,0.0,0.0932,-6.203,8.0,1.0,
2025-03-02,63,Good News,Shaboozey,54p6vNJwGkt4FTaM8SCsxt,0.572,0.535,161.794,0.414,0.0391,0.471,3.61e-06,0.0902,-7.493,8.0,1.0,
2025-03-02,64,bloodonmyhands,Tate McRae Featuring Flo Milli,265hQASPY3HFmUH38zZrSK,0.506,0.332,76.37,0.0945,0.0586,0.016,4.8e-06,0.109,-11.503,5.0,0.0,vietnamese hip hop
2025-03-02,65,I Ain't Sayin',Jordan Davis,7lCs3stpWCtAn5Y2lmnPhV,,,,,,,,,,,,country
2025-03-02,66,Loco,Neton Vega,4eLDmhsJW3JoZTXCAozHor,0.849,0.708,91.981,0.636,0.0686,0.0741,0.00768,0.139,-5.502,1.0,1.0,corrido
2025-03-02,67,Mutt,Leon Thomas,1mh9eHVRdNhzryG43PXdW1,0.635,0.462,179.949,0.601,0.12,0.174,2.26e-05,0.0697,-8.092,1.0,1.0,
2025-03-02,68,Nuevayol,Bad Bunny,5TFD2bmFKGhoCRbX61nXY5,0.142,0.195,137.922,0.12,0.139,0.265,0.995,0.204,-20.024,6.0,1.0,reggaeton
2025-03-02,69,cLOUDs,J. Cole,53WWD2BBC6Jcip8wy5CniE,0.751,0.506,114.894,0.399,0.28,0.384,1.33e-06,0.0968,-10.473,1.0,1.0,rap
2025-03-02,70,Fat Juicy & Wet,Sexyy Red & Bruno Mars,0mzYX4nUfDGr3qW7BdkGgd,,,,,,,,,,,,
2025-03-02,71,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe,0.446,0.682,112.252,0.382,0.0497,0.739,9.51e-06,0.0562,-6.229,2.0,1.0,
2025-03-02,72,Something About You,PARTYNEXTDOOR & Drake,1F6nHHDJyTHLgDDFj1ZZDt,0.51,0.491,136.093,0.0792,0.1,0.24,2.73e-05,0.359,-8.869,7.0,0.0,dark r&b
2025-03-02,73,Like Him,"Tyler, the Creator Featuring Lola Young",72NMPuJCRsOUoXQJdzVfdo,0.778,0.58,92.986,0.48,0.0425,0.452,0.000677,0.105,-7.26,2.0,0.0,v-pop
2025-03-02,74,Signs,Tate McRae,5Dg1VGthgPfQasqbX5GHDE,0.666,0.579,112.072,0.667,0.0414,0.384,0.0,0.0891,-5.202,6.0,0.0,
2025-03-02,75,ExtraL,JENNIE & Doechii,4EIFwndJvGpgFjsEbNuYif,0.758,0.726,139.932,0.699,0.1,0.0177,0.000168,0.192,-6.452,1.0,1.0,k-pop
2025-03-02,76,2 Hands,Tate McRae,1f18HzFpegqvH4ibGJyeMJ,0.608,0.806,104.032,0.587,0.0486,0.121,0.0,0.191,-3.443,1.0,1.0,
2025-03-02,77,4x4xU,Lainey Wilson,2z865bsdfckaBVck8MSAm8,0.579,0.727,142.129,0.465,0.0281,0.0989,1.74e-06,0.18,-5.676,7.0,1.0,country
2025-03-02,78,Deeper,PARTYNEXTDOOR,4JeD0FGslDsMeeahEGZa2L,0.431,0.534,100.581,0.322,0.094,0.0965,0.0,0.0629,-7.302,7.0,0.0,dark r&b
2025-03-02,79,Am I Okay?,Megan Moroney,36wAwEkSDpNQ4oQeRLYC3L,0.593,0.734,125.937,0.518,0.0514,0.02,0.0,0.138,-5.416,9.0,1.0,country
2025-03-02,80,Heart Of A Woman,Summer Walker,2oVVaVY0LkzwAYYcyzon6Z,0.716,0.43,129.93,0.472,0.112,0.482,0.0,0.146,-8.28,9.0,0.0,r&b
2025-03-02,81,Me Jalo,Fuerza Regida & Grupo Frontera,3D24ErT1MMmUfXWotSj2A2,0.47,0.75,79.814,0.62,0.112,0.216,0.0,0.169,-5.887,2.0,0.0,corrido
2025-03-02,82,Headlock,Imogen Heap,63Pi2NAx5yCgeLhCTOrEou,0.808,0.372,119.982,0.787,0.0364,0.792,0.0,0.119,-10.759,7.0,0.0,
2025-03-02,83,LV Bag,"Don Toliver, J-Hope, Pharrell Williams & Speedy",01oFYV3YAF1N1ysYoLCxC3,,,,,,,,,,,,
2025-03-02,84,Voy A Llevarte Pa PR,Bad Bunny,59D4DOkspUbWyMmbAPQkxZ,0.148,0.604,106.295,1e-05,0.0588,0.921,0.453,0.405,-35.032,7.0,1.0,reggaeton
2025-03-02,85,Por Esos Ojos,Fuerza Regida,77pDO4WZPIdkwFve0iHWnb,0.696,0.678,102.48,0.522,0.0695,0.31,0.0,0.191,-7.002,5.0,0.0,corrido
2025-03-02,86,Moth Balls,PARTYNEXTDOOR & Drake,7DL2F2bueQycqYjqsjHYjG,0.513,0.461,95.551,0.194,0.182,0.391,0.0,0.0995,-7.951,1.0,1.0,dark r&b
2025-03-02,87,Raining In Houston,Drake,2xxb5zW09uwbgyLprALi9E,0.465,0.534,119.173,0.439,0.0546,0.788,0.0,0.0992,-6.316,7.0,0.0,rap
2025-03-02,88,The Largest,BigXthaPlug,3neOwym9kfYsM1QWaR77C1,0.899,0.86,130.995,0.789,0.244,0.0579,0.0,0.0854,-2.699,5.0,0.0,southern hip hop
2025-03-02,89,Little Things,Ella Mai,2HA4tNLIXY1dGvDVCLeslk,0.725,0.566,135.794,0.232,0.16,0.477,0.0,0.142,-5.989,11.0,1.0,r&b
2025-03-02,90,Like I Do,Tate McRae,5KVot2VLi0sFVv7zyOCn0q,0.651,0.719,96.022,0.191,0.0397,0.183,0.00309,0.124,-4.8,1.0,0.0,
2025-03-02,91,Spider-Man Superman,PARTYNEXTDOOR & Drake,4GqhG9rDuRUoNyDSMJ0Brq,0.453,0.52,111.035,0.111,0.0637,0.658,4.24e-06,0.118,-9.146,11.0,1.0,dark r&b
2025-03-02,92,EOO,Bad Bunny,6J5kc12BW5HuP3d7C3vvx8,0.36,0.464,63.662,0.184,0.0702,0.749,0.859,0.0825,-29.598,10.0,0.0,reggaeton
2025-03-02,93,Backseat Driver,Kane Brown,68SYsp6XfIEnlDYMgMyxUv,0.431,0.67,75.995,0.467,0.0313,0.0744,1.04e-06,0.349,-5.312,6.0,1.0,country
2025-03-02,94,Pimmie's Dilemma,"Pimmie, PARTYNEXTDOOR & Drake",3CY3zAjrxKVInh2Lq1QiRb,0.73,0.223,129.776,0.247,0.0462,0.944,0.000895,0.109,-8.423,11.0,1.0,
2025-03-02,95,Hey Now,Kendrick Lamar Featuring Dody6,6g6W3pMAFbp2FS1QCijkpM,0.562,0.365,100.028,0.248,0.441,0.116,1.64e-06,0.934,-17.883,2.0,1.0,hip hop
2025-03-02,96,No Pole,Don Toliver,0eaVIYo2zeOaGJeqZ5TwYz,0.328,0.631,85.262,0.382,0.0465,0.0714,0.0,0.567,-5.169,5.0,0.0,
2025-03-02,97,Small Town Fame,Drake,1YHQQFtKqFSFrqL4cNvstU,0.842,0.524,100.002,0.354,0.305,0.443,9.74e-06,0.303,-6.031,1.0,0.0,rap
2025-03-02,98,Que Pasaria...,Rauw Alejandro & Bad Bunny,0l0vcZMU7AOeQmUIREoI2U,0.833,0.563,105.008,0.343,0.204,0.528,1.27e-05,0.139,-5.593,4.0,0.0,reggaeton
2025-03-02,99,Greenlight,Tate McRae,0WPC7zoxtjUMCpm3u0Xw7C,0.335,0.637,73.633,0.354,0.0376,0.549,0.0,0.105,-4.812,0.0,1.0,
2025-03-02,100,Weren't For The Wind,Ella Langley,4v9alNvEjLjvqo4LNWwswl,0.466,0.804,151.943,0.451,0.0457,0.162,0.0,0.155,-4.638,6.0,0.0,country
2025-03-09,1,Luther,Kendrick Lamar & SZA,45J4avUb9Ni0bnETYaYFVJ,0.707,0.575,138.008,0.576,0.125,0.251,0.0,0.248,-7.546,2.0,1.0,hip hop
2025-03-09,2,Die With A Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe,0.521,0.592,157.969,0.535,0.0304,0.308,0.0,0.122,-7.777,6.0,0.0,art pop
2025-03-09,3,Not Like Us,Kendrick Lamar,6AI3ezQ4o3HUoP6Dhudph3,0.898,0.472,101.061,0.214,0.0776,0.0107,0.0,0.141,-7.001,1.0,1.0,hip hop
2025-03-09,4,TV Off,Kendrick Lamar Featuring Lefty Gunplay,45J4avUb9Ni0bnETYaYFVJ,0.707,0.575,138.008,0.576,0.125,0.251,0.0,0.248,-7.546,2.0,1.0,hip hop
2025-03-09,5,A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf,0.722,0.709,81.012,0.604,0.0273,0.0633,0.0,0.0804,-4.95,9.0,1.0,
2025-03-09,6,APT.,ROSE & Bruno Mars,5vNRhkKd0yEAg8suGBpjeY,0.777,0.783,149.027,0.939,0.26,0.0283,0.0,0.355,-4.477,0.0,0.0,k-pop
2025-03-09,7,Birds Of A Feather,Billie Eilish,6dOtVTDdiauQNBQEDOtlAB,0.747,0.507,104.978,0.438,0.0358,0.2,0.0608,0.117,-10.171,2.0,1.0,
2025-03-09,8,Pink Pony Club,Chappell Roan,6393yGahSJ9slVdOwSxOVR,0.61,0.65,106.719,0.507,0.0474,0.399,0.0,0.11,-6.199,6.0,1.0,
2025-03-09,9,Lose Control,Teddy Swims,6usohdchdzW9oML7VC4Uhk,0.561,0.604,159.92,0.242,0.0337,0.199,1.9e-05,0.104,-4.409,9.0,1.0,
2025-03-09,10,Nokia,Drake,2u9S9JJ6hTZS3Vf22HOZKg,0.537,0.727,106.037,0.508,0.15,0.247,0.0,0.173,-4.184,5.0,1.0,rap
2025-03-09,11,That's So True,Gracie Abrams,7ne4VBA60CxGM75vw0EYad,0.554,0.808,108.548,0.372,0.0368,0.214,0.0,0.159,-4.169,1.0,1.0,
2025-03-09,12,Beautiful Things,Benson Boone,6tNQ70jh4OwmPGpYy6R2o9,0.472,0.471,105.029,0.219,0.0603,0.151,0.0,0.14,-5.692,10.0,1.0,
2025-03-09,13,Love Somebody,Morgan Wallen,7hR22TOX3RorxJPcsz5Wbo,0.619,0.843,122.064,0.746,0.0284,0.00948,0.000118,0.164,-5.348,5.0,0.0,country
2025-03-09,14,Squabble Up,Kendrick Lamar,0nj9Bq5sHDiTxSHunhgkFb,0.874,0.672,103.921,0.711,0.198,0.0206,0.0,0.0783,-5.568,0.0,1.0,hip hop
2025-03-09,15,I Had Some Help,Post Malone Featuring Morgan Wallen,7221xIgOnuakPdLqT0F3nP,0.638,0.855,127.986,0.731,0.0264,0.00757,0.0,0.245,-4.86,7.0,1.0,
2025-03-09,16,30 For 30,SZA With Kendrick Lamar,3aSWXU6owkZeVhh94XxEWO,0.714,0.415,140.059,0.506,0.0634,0.758,0.000112,0.133,-10.338,1.0,0.0,r&b
2025-03-09,17,I'm The Problem,Morgan Wallen,3qanjC9eg7HYqoGC60bbCv,,,,,,,,,,,,
2025-03-09,18,Espresso,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75,0.701,0.76,103.969,0.69,0.0285,0.107,6.54e-05,0.185,-5.478,0.0,1.0,pop
2025-03-09,19,Timeless,The Weeknd & Playboi Carti,0FIDCNYYjNvPVimz5icugS,0.768,0.775,119.999,0.6,0.0466,0.069,2.96e-06,0.138,-5.06,11.0,0.0,
2025-03-09,20,Messy,Lola Young,2YuUy4hBCVm4L5IRHu0iVl,0.803,0.538,110.985,0.676,0.0361,0.119,0.00119,0.122,-5.9,6.0,0.0,
2025-03-09,21,Sports Car,Tate McRae,2zOmS55knKWSgScYPTNmGQ,0.863,0.804,106.986,0.874,0.0346,0.0542,0.000685,0.0946,-3.685,11.0,0.0,
2025-03-09,22,Denial Is A River,Doechii,2A2YfuPzQoQUIcGe0C4SVD,0.85,0.648,93.116,0.688,0.311,0.0895,0.0,0.0808,-3.216,6.0,0.0,
2025-03-09,23,Taste,Sabrina Carpenter,5G2f63n7IPVPPjfNIGih7Q,0.674,0.907,112.964,0.721,0.064,0.101,0.0,0.297,-4.086,3.0,1.0,pop
2025-03-09,24,Too Sweet,Hozier,19XpFsce28aByvCC4g89tJ,0.74,0.643,117.025,0.96,0.0413,0.041,0.00229,0.0407,-5.446,10.0,1.0,
2025-03-09,25,Revolving Door,Tate McRae,541sN2qNfIlllGn9nGOQoC,0.452,0.737,147.822,0.179,0.27,0.354,0.0,0.105,-6.22,6.0,1.0,
2025-03-09,26,All The Stars,Kendrick Lamar & SZA,3GCdLUSnKSMJhs4Tj6CV3s,0.695,0.633,96.782,0.557,0.0599,0.0612,0.000195,0.0926,-4.946,8.0,1.0,hip hop
2025-03-09,27,"Good Luck, Babe!",Chappell Roan,0WbMK4wrZ1wFSty9F7FCgu,0.7,0.582,116.712,0.785,0.0356,0.0502,0.0,0.0881,-5.96,11.0,0.0,
2025-03-09,28,Stargazing,Myles Smith,3Vr3zh0r7ALn8VLqCiRR10,0.635,0.601,123.994,0.332,0.0295,0.246,0.0,0.11,-6.129,1.0,0.0,
2025-03-09,29,Abracadabra,Lady Gaga,5ZLUm9eab8y3tqQ1OhQSHI,0.68,0.909,126.004,0.633,0.0624,0.0121,0.0,0.222,-3.487,10.0,0.0,art pop
2025-03-09,30,DTMF,Bad Bunny,3sK8wGT43QFpWrvNQsrQya,0.625,0.131,136.02,0.032,0.0717,0.177,0.218,0.0807,-27.405,7.0,0.0,reggaeton
2025-03-09,31,Liar,Jelly Roll,0llPOBVoJYDAtdmVlNE41A,0.645,0.767,114.011,0.613,0.0299,0.0405,0.0,0.092,-5.202,1.0,1.0,country hip hop
2025-03-09,32,Bed Chem,Sabrina Carpenter,3hppjCoD5ruwTaoyJ0J5Wh,0.738,0.73,95.015,0.69,0.045,0.0668,0.0,0.102,-5.97,11.0,0.0,pop
2025-03-09,33,High Road,Koe Wetzel & jessie murph,73KAidtqbDftZjy8AD0H04,0.614,0.743,138.077,0.623,0.0313,0.0839,0.0,0.107,-5.046,6.0,1.0,red dirt
2025-03-09,34,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",0NUqi0ps17YpLUC3kgsZq0,0.763,0.531,110.497,0.665,0.0328,0.146,0.0,0.175,-6.154,11.0,1.0,dark r&b
2025-03-09,35,Sailor Song,Gigi Perez,2262bWmqomIaJXwCRHr13j,0.494,0.413,94.938,0.273,0.0254,0.682,6.72e-05,0.193,-10.432,11.0,1.0,
2025-03-09,36,I Never Lie,Zach Top,3t6gUcGYLrUuqwpXjOFWQc,0.782,0.641,107.997,0.522,0.0275,0.332,0.00923,0.108,-6.431,3.0,1.0,country
2025-03-09,37,BMF,SZA,3U3hFkMr0Q90pD24EkE3Pr,0.792,0.55,128.023,0.972,0.0307,0.506,0.0166,0.087,-8.528,10.0,0.0,r&b
2025-03-09,38,Gimme A Hug,Drake,5Nz7hI3cCOHmMR4vSLJ1An,0.457,0.671,142.95,0.245,0.0979,0.0643,0.0,0.0772,-5.53,1.0,1.0,rap
2025-03-09,39,I'm Gonna Love You,Cody Johnson & Carrie Underwood,08wyXJO5ZcqloLYbpufenQ,0.552,0.494,133.91,0.312,0.0318,0.358,2.94e-05,0.108,-6.262,3.0,0.0,texas country
2025-03-09,40,No One Noticed,The Marias,3siwsiaEoU4Kuuc9WKMUy5,0.705,0.339,97.989,0.457,0.0278,0.552,0.0814,0.12,-10.612,7.0,1.0,bedroom pop
2025-03-09,41,Who,Jimin,7tI8dRuH2Yc6RuoTjxo4dU,0.66,0.756,116.034,0.838,0.032,0.00289,0.0,0.193,-3.743,0.0,0.0,k-pop
2025-03-09,42,Baile Inolvidable,Bad Bunny,2lTm559tuIvatlT1u0JYG2,0.168,0.00332,119.387,0.219,0.0615,0.192,0.79,0.112,-46.113,10.0,1.0,reggaeton
2025-03-09,43,Please Please Please,Sabrina Carpenter,5N3hjp1WNayUPZrA8kJmJP,0.669,0.586,107.071,0.579,0.054,0.274,0.0,0.104,-6.073,9.0,1.0,pop
2025-03-09,44,Sorry I'm Here For Someone Else,Benson Boone,15zJeVUmKFnbrxm9dxcxYD,,,,,,,,,,,,
2025-03-09,45,A N X I E T Y,Sleepy Hallow Featuring Doechii,33S16Xa5cZmLPhn6eZI4Nm,0.523,0.525,77.813,0.235,0.0353,0.321,0.00036,0.0565,-8.795,2.0,1.0,v-pop
2025-03-09,46,Peekaboo,Kendrick Lamar Featuring AzChike,2Uts1QFB4u2YNIMiqcb4de,0.889,0.298,100.042,0.314,0.182,0.00306,1.26e-05,0.173,-9.086,1.0,1.0,hip hop
2025-03-09,47,Whatchu Kno About Me,Glorilla & Sexyy Red,5xeSd4HgzrYpNLEf3LfYLK,0.832,0.684,166.976,0.68,0.359,0.00449,0.0,0.229,-4.691,1.0,1.0,
2025-03-09,48,Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h,0.467,0.247,148.101,0.126,0.0431,0.612,0.000271,0.17,-12.002,6.0,0.0,
2025-03-09,49,Indigo,Sam Barber Featuring Avery Anna,1o6cYDMHvKOfizi4d9Lqxr,0.593,0.325,110.068,0.442,0.0296,0.957,0.219,0.286,-11.214,6.0,1.0,v-pop
2025-03-09,50,Smile,Morgan Wallen,3MJ6lFNV12FSHAOzTzkwxz,0.502,0.223,126.31,0.396,0.0331,0.943,3.78e-06,0.0766,-11.285,11.0,1.0,country
2025-03-09,51,Residuals,Chris Brown,6txAWGckgEGJIhLjhNdtE9,0.58,0.645,114.905,0.171,0.0821,0.342,0.0,0.108,-7.793,6.0,0.0,r&b
2025-03-09,52,Sticky,"Tyler, the Creator Featuring Glorilla, Sexyy Red & Lil Wayne",3DLtPObflLQBodZN8qGODT,0.704,0.573,127.995,0.759,0.0518,0.737,0.0,0.068,-7.032,0.0,0.0,v-pop
2025-03-09,53,Cry For Me,The Weeknd,3AWDeHLc88XogCaCnZQLVI,0.647,0.645,120.098,0.422,0.0303,0.0871,0.0,0.671,-6.425,7.0,0.0,
2025-03-09,54,Bad Dreams,Teddy Swims,3nHuKdFJZm78CoeBnDcFKe,0.707,0.68,125.058,0.62,0.0884,0.274,0.0,0.0932,-6.203,8.0,1.0,
2025-03-09,55,Good News,Shaboozey,54p6vNJwGkt4FTaM8SCsxt,0.572,0.535,161.794,0.414,0.0391,0.471,3.61e-06,0.0902,-7.493,8.0,1.0,
2025-03-09,56,Ms. Whitman,Bhad Bhabie,1LjSbD1yQ0RQc6mwxGHw4m,0.826,0.739,80.22,0.833,0.398,0.559,0.0,0.305,-7.77,7.0,1.0,
2025-03-09,57,Tweaker,GELO,7HDq8aEtkBeZq7gfzYjW28,0.584,0.817,111.242,0.814,0.383,0.156,0.0,0.0736,-6.504,8.0,1.0,
2025-03-09,58,I Ain't Sayin',Jordan Davis,7lCs3stpWCtAn5Y2lmnPhV,,,,,,,,,,,,country
2025-03-09,59,Mutt,Leon Thomas,1mh9eHVRdNhzryG43PXdW1,0.635,0.462,179.949,0.601,0.12,0.174,2.26e-05,0.0697,-8.092,1.0,1.0,
2025-03-09,60,Worst Way,Riley Green,1osfLqL6L2iQsirRf83ded,0.366,0.492,197.768,0.349,0.0324,0.0899,0.000994,0.132,-7.9,11.0,1.0,country
2025-03-09,61,Busy Woman,Sabrina Carpenter,0b0Dz0Gi86SVdBxYeiQcCP,0.727,0.755,117.015,0.903,0.036,0.17,0.0,0.101,-5.152,7.0,1.0,pop
2025-03-09,62,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",2aTf0R0TQCJJKcb0ipszD2,0.59,0.641,123.887,0.712,0.183,0.71,4.99e-05,0.0945,-5.933,3.0,0.0,dark r&b
2025-03-09,63,Loco,Neton Vega,4eLDmhsJW3JoZTXCAozHor,0.849,0.708,91.981,0.636,0.0686,0.0741,0.00768,0.139,-5.502,1.0,1.0,corrido
2025-03-09,64,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe,0.446,0.682,112.252,0.382,0.0497,0.739,9.51e-06,0.0562,-6.229,2.0,1.0,
2025-03-09,65,Me Jalo,Fuerza Regida & Grupo Frontera,3D24ErT1MMmUfXWotSj2A2,0.47,0.75,79.814,0.62,0.112,0.216,0.0,0.169,-5.887,2.0,0.0,corrido
2025-03-09,66,Nuevayol,Bad Bunny,5TFD2bmFKGhoCRbX61nXY5,0.142,0.195,137.922,0.12,0.139,0.265,0.995,0.204,-20.024,6.0,1.0,reggaeton
2025-03-09,67,Am I Okay?,Megan Moroney,36wAwEkSDpNQ4oQeRLYC3L,0.593,0.734,125.937,0.518,0.0514,0.02,0.0,0.138,-5.416,9.0,1.0,country
2025-03-09,68,Fat Juicy & Wet,Sexyy Red & Bruno Mars,0mzYX4nUfDGr3qW7BdkGgd,,,,,,,,,,,,
2025-03-09,69,Like Him,"Tyler, the Creator Featuring Lola Young",72NMPuJCRsOUoXQJdzVfdo,0.778,0.58,92.986,0.48,0.0425,0.452,0.000677,0.105,-7.26,2.0,0.0,v-pop
2025-03-09,70,Heart Of A Woman,Summer Walker,2oVVaVY0LkzwAYYcyzon6Z,0.716,0.43,129.93,0.472,0.112,0.482,0.0,0.146,-8.28,9.0,0.0,r&b
2025-03-09,71,Dear God,Tate McRae,7CmQjA7j6CxyPBkH3tP95W,0.714,0.743,98.0,0.433,0.0288,0.056,4.56e-05,0.277,-5.452,1.0,1.0,
2025-03-09,72,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams",1OdvKyTexzm8ZEmdCxhGsX,0.793,0.701,148.004,0.891,0.158,0.366,0.000122,0.0537,-5.028,0.0,1.0,
2025-03-09,73,I Know Love,Tate McRae Featauring The Kid LAROI,3BK1yV08DDjzMu5jVnSciA,0.754,0.7,138.012,0.505,0.138,0.032,0.0,0.127,-5.698,0.0,1.0,
2025-03-09,74,4x4xU,Lainey Wilson,2z865bsdfckaBVck8MSAm8,0.579,0.727,142.129,0.465,0.0281,0.0989,1.74e-06,0.18,-5.676,7.0,1.0,country
2025-03-09,75,Purple Lace Bra,Tate McRae,68piyqlWly58RgPI2L1hAK,0.513,0.765,145.049,0.388,0.0301,0.359,8.41e-06,0.19,-3.451,5.0,0.0,
2025-03-09,76,Miss Possessive,Tate McRae,4Q9ExJGFgL9Jd9kmYH3nXs,0.782,0.747,101.992,0.325,0.0361,0.259,1.85e-05,0.1,-4.656,8.0,1.0,
2025-03-09,77,cLOUDs,J. Cole,53WWD2BBC6Jcip8wy5CniE,0.751,0.506,114.894,0.399,0.28,0.384,1.33e-06,0.0968,-10.473,1.0,1.0,rap
2025-03-09,78,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,137hXMH6QiVXQSRwcf0DWP,,,,,,,,,,,,country hip hop
2025-03-09,79,Por Esos Ojos,Fuerza Regida,77pDO4WZPIdkwFve0iHWnb,0.696,0.678,102.48,0.522,0.0695,0.31,0.0,0.191,-7.002,5.0,0.0,corrido
2025-03-09,80,CN Tower,PARTYNEXTDOOR & Drake,4u43I0LP2Xf85OAS85eG0R,0.672,0.412,126.921,0.217,0.194,0.318,0.0,0.131,-7.057,3.0,0.0,dark r&b
2025-03-09,81,Little Things,Ella Mai,2HA4tNLIXY1dGvDVCLeslk,0.725,0.566,135.794,0.232,0.16,0.477,0.0,0.142,-5.989,11.0,1.0,r&b
2025-03-09,82,Backseat Driver,Kane Brown,68SYsp6XfIEnlDYMgMyxUv,0.431,0.67,75.995,0.467,0.0313,0.0744,1.04e-06,0.349,-5.312,6.0,1.0,country
2025-03-09,83,Headlock,Imogen Heap,63Pi2NAx5yCgeLhCTOrEou,0.808,0.372,119.982,0.787,0.0364,0.792,0.0,0.119,-10.759,7.0,0.0,
2025-03-09,84,No Pole,Don Toliver,0eaVIYo2zeOaGJeqZ5TwYz,0.328,0.631,85.262,0.382,0.0465,0.0714,0.0,0.567,-5.169,5.0,0.0,
2025-03-09,85,Tattoo,Tito Double P,3KgHiAVuP88QoQs9CO4z1P,0.755,0.747,109.897,0.463,0.0656,0.482,5.48e-06,0.0853,-4.278,10.0,0.0,corrido
2025-03-09,86,Voy A Llevarte Pa PR,Bad Bunny,59D4DOkspUbWyMmbAPQkxZ,0.148,0.604,106.295,1e-05,0.0588,0.921,0.453,0.405,-35.032,7.0,1.0,reggaeton
2025-03-09,87,The Largest,BigXthaPlug,3neOwym9kfYsM1QWaR77C1,0.899,0.86,130.995,0.789,0.244,0.0579,0.0,0.0854,-2.699,5.0,0.0,southern hip hop
2025-03-09,88,Weren't For The Wind,Ella Langley,4v9alNvEjLjvqo4LNWwswl,0.466,0.804,151.943,0.451,0.0457,0.162,0.0,0.155,-4.638,6.0,0.0,country
2025-03-09,89,Something About You,PARTYNEXTDOOR & Drake,1F6nHHDJyTHLgDDFj1ZZDt,0.51,0.491,136.093,0.0792,0.1,0.24,2.73e-05,0.359,-8.869,7.0,0.0,dark r&b
2025-03-09,90,Que Pasaria...,Rauw Alejandro & Bad Bunny,0l0vcZMU7AOeQmUIREoI2U,0.833,0.563,105.008,0.343,0.204,0.528,1.27e-05,0.139,-5.593,4.0,0.0,reggaeton
2025-03-09,91,Burning Down,Alex Warren,3diSxgK7bRIZzqu5IqFgd1,0.401,0.656,171.863,0.434,0.0492,0.132,0.0,0.0872,-2.897,10.0,0.0,
2025-03-09,92,EOO,Bad Bunny,6J5kc12BW5HuP3d7C3vvx8,0.36,0.464,63.662,0.184,0.0702,0.749,0.859,0.0825,-29.598,10.0,0.0,reggaeton
2025-03-09,93,Push 2 Start,Tyla,6XODwIPXQmVJS1tRabXDiS,0.683,0.814,93.482,0.758,0.0466,0.277,0.00826,0.0858,-3.505,2.0,1.0,afrobeats
2025-03-09,94,Tu Boda,Oscar Maydon & Fuerza Regida,1cOboCuWYI2osTOfolMRS6,0.694,0.651,112.648,0.471,0.0784,0.496,1.36e-05,0.0787,-6.968,6.0,1.0,corrido
2025-03-09,95,Are You Even Real,Teddy Swims & GIVEON,7pDFd3sgEoPnka6k9IyBcH,0.794,0.296,74.906,0.617,0.126,0.296,0.0,0.174,-5.442,6.0,1.0,
2025-03-09,96,Born Again,LISA Featuring Doja Cat & RAYE,7KNmIjcmGJIBrhP2s5Vioe,0.688,0.777,114.998,0.368,0.0408,0.0688,0.0,0.0801,-4.714,1.0,1.0,k-pop
2025-03-09,97,Twenties,Giveon,3HYUSkSJ0iQfocqdJmJqKw,0.547,0.583,78.972,0.401,0.0475,0.0512,0.0,0.302,-7.69,7.0,1.0,r&b
2025-03-09,98,Deeper,PARTYNEXTDOOR,4JeD0FGslDsMeeahEGZa2L,0.431,0.534,100.581,0.322,0.094,0.0965,0.0,0.0629,-7.302,7.0,0.0,dark r&b
2025-03-09,99,Holy Smokes,Bailey Zimmerman,0eNQPUVENuR95kC7dLHTSZ,0.462,0.569,95.117,0.432,0.0321,0.509,0.0,0.12,-7.908,7.0,1.0,country
2025-03-09,100,7 Dias,Gabito Ballesteros & Tito Double P,5Z75FvRFiultmPFWHx5jQ7,0.838,0.746,111.913,0.577,0.0614,0.386,0.0,0.0839,-3.749,11.0,1.0,corrido
2025-03-16,1,Luther,Kendrick Lamar & SZA,45J4avUb9Ni0bnETYaYFVJ,0.707,0.575,138.008,0.576,0.125,0.251,0.0,0.248,-7.546,2.0,1.0,hip hop
2025-03-16,2,Die With A Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe,0.521,0.592,157.969,0.535,0.0304,0.308,0.0,0.122,-7.777,6.0,0.0,art pop
