week,rank,title,artist,spotify_id
2025-03-09,39,I'm Gonna Love You,Cody Johnson & Carrie Underwood,08wyXJO5ZcqloLYbpufenQ
2025-03-09,40,No One Noticed,The Marias,3siwsiaEoU4Kuuc9WKMUy5
2025-03-09,41,Who,Jimin,7tI8dRuH2Yc6RuoTjxo4dU
2025-03-09,42,Baile Inolvidable,Bad Bunny,2lTm559tuIvatlT1u0JYG2
2025-03-09,43,Please Please Please,Sabrina Carpenter,5N3hjp1WNayUPZrA8kJmJP
2025-03-09,44,Sorry I'm Here For Someone Else,Benson Boone,15zJeVUmKFnbrxm9dxcxYD
2025-03-09,45,A N X I E T Y,Sleepy Hallow Featuring Doechii,33S16Xa5cZmLPhn6eZI4Nm
2025-03-09,46,Peekaboo,Kendrick Lamar Featuring AzChike,2Uts1QFB4u2YNIMiqcb4de
2025-03-09,47,Whatchu Kno About Me,Glorilla & Sexyy Red,5xeSd4HgzrYpNLEf3LfYLK
2025-03-09,48,Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h
2025-03-09,49,Indigo,Sam Barber Featuring Avery Anna,1o6cYDMHvKOfizi4d9Lqxr
2025-03-09,50,Smile,Morgan Wallen,3MJ6lFNV12FSHAOzTzkwxz
2025-03-09,51,Residuals,Chris Brown,6txAWGckgEGJIhLjhNdtE9
2025-03-09,52,Sticky,"Tyler, the Creator Featuring Glorilla, Sexyy Red & Lil Wayne",3DLtPObflLQBodZN8qGODT
2025-03-09,53,Cry For Me,The Weeknd,3AWDeHLc88XogCaCnZQLVI
2025-03-09,54,Bad Dreams,Teddy Swims,3nHuKdFJZm78CoeBnDcFKe
2025-03-09,55,Good News,Shaboozey,54p6vNJwGkt4FTaM8SCsxt
2025-03-09,56,Ms. Whitman,Bhad Bhabie,1LjSbD1yQ0RQc6mwxGHw4m
2025-03-09,57,Tweaker,GELO,7HDq8aEtkBeZq7gfzYjW28
2025-03-09,58,I Ain't Sayin',Jordan Davis,7lCs3stpWCtAn5Y2lmnPhV
2025-03-09,59,Mutt,Leon Thomas,1mh9eHVRdNhzryG43PXdW1
2025-03-09,60,Worst Way,Riley Green,1osfLqL6L2iQsirRf83ded
2025-03-09,61,Busy Woman,Sabrina Carpenter,0b0Dz0Gi86SVdBxYeiQcCP
2025-03-09,62,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",2aTf0R0TQCJJKcb0ipszD2
2025-03-09,63,Loco,Neton Vega,4eLDmhsJW3JoZTXCAozHor
2025-03-09,64,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe
2025-03-09,65,Me Jalo,Fuerza Regida & Grupo Frontera,3D24ErT1MMmUfXWotSj2A2
2025-03-09,66,Nuevayol,Bad Bunny,5TFD2bmFKGhoCRbX61nXY5
2025-03-09,67,Am I Okay?,Megan Moroney,36wAwEkSDpNQ4oQeRLYC3L
2025-03-09,68,Fat Juicy & Wet,Sexyy Red & Bruno Mars,0mzYX4nUfDGr3qW7BdkGgd
2025-03-09,69,Like Him,"Tyler, the Creator Featuring Lola Young",72NMPuJCRsOUoXQJdzVfdo
2025-03-09,70,Heart Of A Woman,Summer Walker,2oVVaVY0LkzwAYYcyzon6Z
2025-03-09,71,Dear God,Tate McRae,7CmQjA7j6CxyPBkH3tP95W
2025-03-09,72,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams",1OdvKyTexzm8ZEmdCxhGsX
2025-03-09,73,I Know Love,Tate McRae Featauring The Kid LAROI,3BK1yV08DDjzMu5jVnSciA
2025-03-09,74,4x4xU,Lainey Wilson,2z865bsdfckaBVck8MSAm8
2025-03-09,75,Purple Lace Bra,Tate McRae,68piyqlWly58RgPI2L1hAK
2025-03-09,76,Miss Possessive,Tate McRae,4Q9ExJGFgL9Jd9kmYH3nXs
2025-03-09,77,cLOUDs,J. Cole,53WWD2BBC6Jcip8wy5CniE
2025-03-09,78,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,137hXMH6QiVXQSRwcf0DWP
2025-03-09,79,Por Esos Ojos,Fuerza Regida,77pDO4WZPIdkwFve0iHWnb
2025-03-09,80,CN Tower,PARTYNEXTDOOR & Drake,4u43I0LP2Xf85OAS85eG0R
2025-03-09,81,Little Things,Ella Mai,2HA4tNLIXY1dGvDVCLeslk
2025-03-09,82,Backseat Driver,Kane Brown,68SYsp6XfIEnlDYMgMyxUv
2025-03-09,83,Headlock,Imogen Heap,63Pi2NAx5yCgeLhCTOrEou
2025-03-09,84,No Pole,Don Toliver,0eaVIYo2zeOaGJeqZ5TwYz
2025-03-09,85,Tattoo,Tito Double P,3KgHiAVuP88QoQs9CO4z1P
2025-03-09,86,Voy A Llevarte Pa PR,Bad Bunny,59D4DOkspUbWyMmbAPQkxZ
2025-03-09,87,The Largest,BigXthaPlug,3neOwym9kfYsM1QWaR77C1
2025-03-09,88,Weren't For The Wind,Ella Langley,4v9alNvEjLjvqo4LNWwswl
2025-03-09,89,Something About You,PARTYNEXTDOOR & Drake,1F6nHHDJyTHLgDDFj1ZZDt
2025-03-09,90,Que Pasaria...,Rauw Alejandro & Bad Bunny,0l0vcZMU7AOeQmUIREoI2U
2025-03-09,91,Burning Down,Alex Warren,3diSxgK7bRIZzqu5IqFgd1
2025-03-09,92,EOO,Bad Bunny,6J5kc12BW5HuP3d7C3vvx8
2025-03-09,93,Push 2 Start,Tyla,6XODwIPXQmVJS1tRabXDiS
2025-03-09,94,Tu Boda,Oscar Maydon & Fuerza Regida,1cOboCuWYI2osTOfolMRS6
2025-03-09,95,Are You Even Real,Teddy Swims & GIVEON,7pDFd3sgEoPnka6k9IyBcH
2025-03-09,96,Born Again,LISA Featuring Doja Cat & RAYE,7KNmIjcmGJIBrhP2s5Vioe
2025-03-09,97,Twenties,Giveon,3HYUSkSJ0iQfocqdJmJqKw
2025-03-09,98,Deeper,PARTYNEXTDOOR,4JeD0FGslDsMeeahEGZa2L
2025-03-09,99,Holy Smokes,Bailey Zimmerman,0eNQPUVENuR95kC7dLHTSZ
2025-03-09,100,7 Dias,Gabito Ballesteros & Tito Double P,5Z75FvRFiultmPFWHx5jQ7
2025-03-16,1,Luther,Kendrick Lamar & SZA,45J4avUb9Ni0bnETYaYFVJ
2025-03-16,2,Die With A Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe
2025-03-16,3,Not Like Us,Kendrick Lamar,6AI3ezQ4o3HUoP6Dhudph3
2025-03-16,4,A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf
2025-03-16,5,TV Off,Kendrick Lamar Featuring Lefty Gunplay,45J4avUb9Ni0bnETYaYFVJ
2025-03-16,6,APT.,ROSE & Bruno Mars,5vNRhkKd0yEAg8suGBpjeY
2025-03-16,7,Pink Pony Club,Chappell Roan,6393yGahSJ9slVdOwSxOVR
2025-03-16,8,Nokia,Drake,2u9S9JJ6hTZS3Vf22HOZKg
2025-03-16,9,Birds Of A Feather,Billie Eilish,6dOtVTDdiauQNBQEDOtlAB
2025-03-16,10,Lose Control,Teddy Swims,6usohdchdzW9oML7VC4Uhk
2025-03-16,11,That's So True,Gracie Abrams,7ne4VBA60CxGM75vw0EYad
2025-03-16,12,Beautiful Things,Benson Boone,6tNQ70jh4OwmPGpYy6R2o9
2025-03-16,13,Anxiety,Doechii,1musbempyJAw5gfSKZHXP9
2025-03-16,14,I Had Some Help,Post Malone Featuring Morgan Wallen,7221xIgOnuakPdLqT0F3nP
2025-03-16,15,Love Somebody,Morgan Wallen,7hR22TOX3RorxJPcsz5Wbo
2025-03-16,16,Squabble Up,Kendrick Lamar,0nj9Bq5sHDiTxSHunhgkFb
2025-03-16,17,I'm The Problem,Morgan Wallen,3qanjC9eg7HYqoGC60bbCv
2025-03-16,18,Espresso,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75
2025-03-16,19,Abracadabra,Lady Gaga,5ZLUm9eab8y3tqQ1OhQSHI
2025-03-16,20,30 For 30,SZA With Kendrick Lamar,3aSWXU6owkZeVhh94XxEWO
2025-03-16,21,Timeless,The Weeknd & Playboi Carti,0FIDCNYYjNvPVimz5icugS
2025-03-16,22,Sports Car,Tate McRae,2zOmS55knKWSgScYPTNmGQ
2025-03-16,23,Denial Is A River,Doechii,2A2YfuPzQoQUIcGe0C4SVD
2025-03-16,24,Messy,Lola Young,2YuUy4hBCVm4L5IRHu0iVl
2025-03-16,25,Taste,Sabrina Carpenter,5G2f63n7IPVPPjfNIGih7Q
2025-03-16,26,Too Sweet,Hozier,19XpFsce28aByvCC4g89tJ
2025-03-16,27,"Good Luck, Babe!",Chappell Roan,0WbMK4wrZ1wFSty9F7FCgu
2025-03-16,28,Stargazing,Myles Smith,3Vr3zh0r7ALn8VLqCiRR10
2025-03-16,29,Who,Jimin,7tI8dRuH2Yc6RuoTjxo4dU
2025-03-16,30,Bed Chem,Sabrina Carpenter,3hppjCoD5ruwTaoyJ0J5Wh
2025-03-16,31,Revolving Door,Tate McRae,541sN2qNfIlllGn9nGOQoC
2025-03-16,32,Liar,Jelly Roll,0llPOBVoJYDAtdmVlNE41A
2025-03-16,33,All The Stars,Kendrick Lamar & SZA,3GCdLUSnKSMJhs4Tj6CV3s
2025-03-16,34,I Never Lie,Zach Top,3t6gUcGYLrUuqwpXjOFWQc
2025-03-16,35,DTMF,Bad Bunny,3sK8wGT43QFpWrvNQsrQya
2025-03-16,36,High Road,Koe Wetzel & jessie murph,73KAidtqbDftZjy8AD0H04
2025-03-16,37,I'm Gonna Love You,Cody Johnson & Carrie Underwood,08wyXJO5ZcqloLYbpufenQ
2025-03-16,38,Sailor Song,Gigi Perez,2262bWmqomIaJXwCRHr13j
2025-03-16,39,BMF,SZA,3U3hFkMr0Q90pD24EkE3Pr
2025-03-16,40,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",0NUqi0ps17YpLUC3kgsZq0
2025-03-16,41,No One Noticed,The Marias,3siwsiaEoU4Kuuc9WKMUy5
2025-03-16,42,Indigo,Sam Barber Featuring Avery Anna,1o6cYDMHvKOfizi4d9Lqxr
2025-03-16,43,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe
2025-03-16,44,Baile Inolvidable,Bad Bunny,2lTm559tuIvatlT1u0JYG2
2025-03-16,45,Bad Dreams,Teddy Swims,3nHuKdFJZm78CoeBnDcFKe
2025-03-16,46,Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h
2025-03-16,47,Whatchu Kno About Me,Glorilla & Sexyy Red,5xeSd4HgzrYpNLEf3LfYLK
2025-03-16,48,Worst Way,Riley Green,1osfLqL6L2iQsirRf83ded
2025-03-16,49,Residuals,Chris Brown,6txAWGckgEGJIhLjhNdtE9
2025-03-16,50,Please Please Please,Sabrina Carpenter,5N3hjp1WNayUPZrA8kJmJP
2025-03-16,51,Good News,Shaboozey,54p6vNJwGkt4FTaM8SCsxt
2025-03-16,52,Garden Of Eden,Lady Gaga,4mUR5Tv0CvJtpmnUtzeIgd
2025-03-16,53,Gimme A Hug,Drake,5Nz7hI3cCOHmMR4vSLJ1An
2025-03-16,54,Smile,Morgan Wallen,3MJ6lFNV12FSHAOzTzkwxz
2025-03-16,55,Peekaboo,Kendrick Lamar Featuring AzChike,2Uts1QFB4u2YNIMiqcb4de
2025-03-16,56,Cry For Me,The Weeknd,3AWDeHLc88XogCaCnZQLVI
2025-03-16,57,Sorry I'm Here For Someone Else,Benson Boone,15zJeVUmKFnbrxm9dxcxYD
2025-03-16,58,Sticky,"Tyler, the Creator Featuring Glorilla, Sexyy Red & Lil Wayne",3DLtPObflLQBodZN8qGODT
2025-03-16,59,A N X I E T Y,Sleepy Hallow Featuring Doechii,33S16Xa5cZmLPhn6eZI4Nm
2025-03-16,60,Mutt,Leon Thomas,1mh9eHVRdNhzryG43PXdW1
2025-03-16,61,Vanish Into You,Lady Gaga,5IoPnNiYAOvHHJpz13wzRL
2025-03-16,62,Tweaker,GELO,7HDq8aEtkBeZq7gfzYjW28
2025-03-16,63,Me Jalo,Fuerza Regida & Grupo Frontera,3D24ErT1MMmUfXWotSj2A2
2025-03-16,64,Loco,Neton Vega,4eLDmhsJW3JoZTXCAozHor
2025-03-16,65,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",2aTf0R0TQCJJKcb0ipszD2
2025-03-16,66,Sweet Dreams,J-Hope Featuring Miguel,1yX9gy5fK02j6nBnGJ1S3k
2025-03-16,67,Busy Woman,Sabrina Carpenter,0b0Dz0Gi86SVdBxYeiQcCP
2025-03-16,68,Ms. Whitman,Bhad Bhabie,1LjSbD1yQ0RQc6mwxGHw4m
2025-03-16,69,How Bad Do U Want Me,Lady Gaga,2rvd6akG8qEtBNUvQpN7iY
2025-03-16,70,Am I Okay?,Megan Moroney,36wAwEkSDpNQ4oQeRLYC3L
2025-03-16,71,Disease,Lady Gaga,19KlZwqlT3fguP2BeHF1Q1
2025-03-16,72,Tattoo,Tito Double P,3KgHiAVuP88QoQs9CO4z1P
2025-03-16,73,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,137hXMH6QiVXQSRwcf0DWP
2025-03-16,74,Nuevayol,Bad Bunny,5TFD2bmFKGhoCRbX61nXY5
2025-03-16,75,Heart Of A Woman,Summer Walker,2oVVaVY0LkzwAYYcyzon6Z
2025-03-16,76,Like Him,"Tyler, the Creator Featuring Lola Young",72NMPuJCRsOUoXQJdzVfdo
2025-03-16,77,I Ain't Sayin',Jordan Davis,7lCs3stpWCtAn5Y2lmnPhV
2025-03-16,78,Fat Juicy & Wet,Sexyy Red & Bruno Mars,0mzYX4nUfDGr3qW7BdkGgd
2025-03-16,79,No Pole,Don Toliver,0eaVIYo2zeOaGJeqZ5TwYz
2025-03-16,80,Handlebars,JENNIE & Dua Lipa,3gJAFFELdZyIM8tiwLAikg
2025-03-16,81,Perfect Celebrity,Lady Gaga,0Tqn5Th0wk55eLdga96vZM
2025-03-16,82,Weren't For The Wind,Ella Langley,4v9alNvEjLjvqo4LNWwswl
2025-03-16,83,like JENNIE,JENNIE,0fK7ie6XwGxQTIkpFoWkd1
2025-03-16,84,Little Things,Ella Mai,2HA4tNLIXY1dGvDVCLeslk
2025-03-16,85,Zombieboy,Lady Gaga,0ElVpg9XIswx3XWs6kUj6a
2025-03-16,86,Burning Down,Alex Warren,3diSxgK7bRIZzqu5IqFgd1
2025-03-16,87,Proud Of Me,Fridayy & Meek Mill,1c3q6ie3uWznQ8hgcQrtYb
2025-03-16,88,Por Esos Ojos,Fuerza Regida,77pDO4WZPIdkwFve0iHWnb
2025-03-16,89,Push 2 Start,Tyla,6XODwIPXQmVJS1tRabXDiS
2025-03-16,90,The Largest,BigXthaPlug,3neOwym9kfYsM1QWaR77C1
2025-03-16,91,4x4xU,Lainey Wilson,2z865bsdfckaBVck8MSAm8
2025-03-16,92,Headlock,Imogen Heap,63Pi2NAx5yCgeLhCTOrEou
2025-03-16,93,Killah,Lady Gaga Featuring Gesaffelstein,4TQ0Jgrhe4V9MMqjKViub5
2025-03-16,94,Call Me When You Break Up,"Selena Gomez, Benny Blanco & Gracie Abrams",1OdvKyTexzm8ZEmdCxhGsX
2025-03-16,95,LoveDrug,Lady Gaga,3hcivoswCVR8LZkHR8MYA5
2025-03-16,96,Voy A Llevarte Pa PR,Bad Bunny,59D4DOkspUbWyMmbAPQkxZ
2025-03-16,97,Texas,Blake Shelton,3yU9fLsuDYjzVyZW2FLUqY
2025-03-16,98,Tu Boda,Oscar Maydon & Fuerza Regida,1cOboCuWYI2osTOfolMRS6
2025-03-16,99,ExtraL,JENNIE & Doechii,4EIFwndJvGpgFjsEbNuYif
2025-03-16,100,Te Queria Ver,Aleman X Neton Vega,4JET5CtqIzTi0QwEcb5pEj
2025-03-23,1,Luther,Kendrick Lamar & SZA,45J4avUb9Ni0bnETYaYFVJ
2025-03-23,2,Evil J0rdan,Playboi Carti,6iycYUk3oB0NPMdaDUrN1w
2025-03-23,3,Die With A Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe
2025-03-23,4,Rather Lie,Playboi Carti & The Weeknd,68qeaZhtMZ6abrJCYt6nQn
2025-03-23,5,The Giver,Chappell Roan,5xHgo5JN0wfsV41HnRaos5
2025-03-23,6,A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf
2025-03-23,7,Birds Of A Feather,Billie Eilish,6dOtVTDdiauQNBQEDOtlAB
2025-03-23,8,Not Like Us,Kendrick Lamar,6AI3ezQ4o3HUoP6Dhudph3
2025-03-23,9,Pink Pony Club,Chappell Roan,6393yGahSJ9slVdOwSxOVR
2025-03-23,10,Anxiety,Doechii,1musbempyJAw5gfSKZHXP9
2025-03-23,11,Nokia,Drake,2u9S9JJ6hTZS3Vf22HOZKg
2025-03-23,12,Lose Control,Teddy Swims,6usohdchdzW9oML7VC4Uhk
2025-03-23,13,TV Off,Kendrick Lamar Featuring Lefty Gunplay,45J4avUb9Ni0bnETYaYFVJ
2025-03-23,14,APT.,ROSE & Bruno Mars,5vNRhkKd0yEAg8suGBpjeY
2025-03-23,15,Beautiful Things,Benson Boone,6tNQ70jh4OwmPGpYy6R2o9
2025-03-23,16,That's So True,Gracie Abrams,7ne4VBA60CxGM75vw0EYad
2025-03-23,17,Good Credit,Playboi Carti & Kendrick Lamar,2n9fC0A4ptmWqYeMXEVaok
2025-03-23,18,Love Somebody,Morgan Wallen,7hR22TOX3RorxJPcsz5Wbo
2025-03-23,19,I Had Some Help,Post Malone Featuring Morgan Wallen,7221xIgOnuakPdLqT0F3nP
2025-03-23,20,Crush,Playboi Carti & Travis Scott,3VdooJLOy4tLxKpnn46SMP
2025-03-23,21,I'm The Problem,Morgan Wallen,3qanjC9eg7HYqoGC60bbCv
2025-03-23,22,Espresso,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75
2025-03-23,23,Timeless,The Weeknd & Playboi Carti,0FIDCNYYjNvPVimz5icugS
2025-03-23,24,Squabble Up,Kendrick Lamar,0nj9Bq5sHDiTxSHunhgkFb
2025-03-23,25,Backd00r,Playboi Carti Featuring Kendrick Lamar & Jhene Aiko,72NMPuJCRsOUoXQJdzVfdo
2025-03-23,26,30 For 30,SZA With Kendrick Lamar,3aSWXU6owkZeVhh94XxEWO
2025-03-23,27,Mojo Jojo,Playboi Carti,3WRUvGqySBZC6RkB5c2w1S
2025-03-23,28,Philly,Playboi Carti & Travis Scott,5SIvP6TdWc9DNvKbENjnYc
2025-03-23,29,Messy,Lola Young,2YuUy4hBCVm4L5IRHu0iVl
2025-03-23,30,Sports Car,Tate McRae,2zOmS55knKWSgScYPTNmGQ
2025-03-23,31,Denial Is A River,Doechii,2A2YfuPzQoQUIcGe0C4SVD
2025-03-23,32,Too Sweet,Hozier,19XpFsce28aByvCC4g89tJ
2025-03-23,33,Fine Shit,Playboi Carti,79mFFAOYcG8ZF6AN1JecAL
2025-03-23,34,Toxic,Playboi Carti & Skepta,4evMMKc2HD6fV9slMfgkMx
2025-03-23,35,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe
2025-03-23,36,Taste,Sabrina Carpenter,5G2f63n7IPVPPjfNIGih7Q
2025-03-23,37,Abracadabra,Lady Gaga,5ZLUm9eab8y3tqQ1OhQSHI
2025-03-23,38,K Pop,Playboi Carti,6WzRpISELf3YglGAh7TXcG
2025-03-23,39,"Good Luck, Babe!",Chappell Roan,0WbMK4wrZ1wFSty9F7FCgu
2025-03-23,40,Bed Chem,Sabrina Carpenter,3hppjCoD5ruwTaoyJ0J5Wh
2025-03-23,41,Pop Out,Playboi Carti,3j3SfV4hAcR4XjCvW393Gr
2025-03-23,42,Stargazing,Myles Smith,3Vr3zh0r7ALn8VLqCiRR10
2025-03-23,43,Radar,Playboi Carti,3lAEHk0eZzMKtCUFLXz8Ln
2025-03-23,44,I Never Lie,Zach Top,3t6gUcGYLrUuqwpXjOFWQc
2025-03-23,45,Dark Thoughts,Lil Tecca,7EW7Yivb93qKAtp5qEm5of
2025-03-23,46,Trim,Playboi Carti & Future,4qvsNsA4gQKC9HLrmPC2Vx
2025-03-23,47,I'm Gonna Love You,Cody Johnson & Carrie Underwood,08wyXJO5ZcqloLYbpufenQ
2025-03-23,48,HBA,Playboi Carti,6q2PbvM9UEig4r8xku7VIb
2025-03-23,49,Charge Dem Hoes A Fee,"Playboi Carti, Future & Travis Scott",21aDVa64pWR8SYQ7wBRMkd
2025-03-23,50,Sailor Song,Gigi Perez,2262bWmqomIaJXwCRHr13j
2025-03-23,51,DTMF,Bad Bunny,3sK8wGT43QFpWrvNQsrQya
2025-03-23,52,Wake Up F1lthy,Playboi Carti & Travis Scott,1pzN8bCzy017iK3vWzkk6Z
2025-03-23,53,Jumpin,Playboi Carti & Lil Uzi Vert,7oZOCPjlLpHZtIebTXhlfZ
2025-03-23,54,I Seeeeee You Baby Boi,Playboi Carti,2ydagYqcyFfRtQPzKc5E8l
2025-03-23,55,Crank,Playboi Carti,7xAvtuHf8nGi5OtXVPYgb3
2025-03-23,56,Like Weezy,Playboi Carti,4zK082ykqJzJGzC64NXjp1
2025-03-23,57,Emergence,Sleep Token,2OMjHcniFxzijWX7EaBrXE
2025-03-23,58,Twin Trim,Playboi Carti & Lil Uzi Vert,3surY3LebvLLdJezmiKUBO
2025-03-23,59,Revolving Door,Tate McRae,541sN2qNfIlllGn9nGOQoC
2025-03-23,60,Bad Dreams,Teddy Swims,3nHuKdFJZm78CoeBnDcFKe
2025-03-23,61,BMF,SZA,3U3hFkMr0Q90pD24EkE3Pr
2025-03-23,62,Residuals,Chris Brown,6txAWGckgEGJIhLjhNdtE9
2025-03-23,63,Indigo,Sam Barber Featuring Avery Anna,1o6cYDMHvKOfizi4d9Lqxr
2025-03-23,64,No One Noticed,The Marias,3siwsiaEoU4Kuuc9WKMUy5
2025-03-23,65,Olympian,Playboi Carti,4uoADk7q83CHvXHW3k1etM
2025-03-23,66,Worst Way,Riley Green,1osfLqL6L2iQsirRf83ded
2025-03-23,67,Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h
2025-03-23,68,Baile Inolvidable,Bad Bunny,2lTm559tuIvatlT1u0JYG2
2025-03-23,69,Munyun,Playboi Carti,2JJFJEvFSWyQ59Pwl2gqSF
2025-03-23,70,Sorry I'm Here For Someone Else,Benson Boone,15zJeVUmKFnbrxm9dxcxYD
2025-03-23,71,We Need All Da Vibes,"Playboi Carti, Young Thug & Ty Dolla $ign",4XcZp2xqbiD8YsnPboNUDo
2025-03-23,72,Good News,Shaboozey,54p6vNJwGkt4FTaM8SCsxt
2025-03-23,73,Cry For Me,The Weeknd,3AWDeHLc88XogCaCnZQLVI
2025-03-23,74,Smile,Morgan Wallen,3MJ6lFNV12FSHAOzTzkwxz
2025-03-23,75,OPM Babi,Playboi Carti,76yJsfb1CUy5Um8nFL7jKQ
2025-03-23,76,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",0NUqi0ps17YpLUC3kgsZq0
2025-03-23,77,Mutt,Leon Thomas,1mh9eHVRdNhzryG43PXdW1
2025-03-23,78,Gimme A Hug,Drake,5Nz7hI3cCOHmMR4vSLJ1An
2025-03-23,79,Peekaboo,Kendrick Lamar Featuring AzChike,2Uts1QFB4u2YNIMiqcb4de
2025-03-23,80,Cocaine Nose,Playboi Carti,4rXxjHSAglOynjIF8Z34dx
2025-03-23,81,Me Jalo,Fuerza Regida & Grupo Frontera,3D24ErT1MMmUfXWotSj2A2
2025-03-23,82,Tweaker,GELO,7HDq8aEtkBeZq7gfzYjW28
2025-03-23,83,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",2aTf0R0TQCJJKcb0ipszD2
2025-03-23,84,Loco,Neton Vega,4eLDmhsJW3JoZTXCAozHor
2025-03-23,85,Dis 1 Got It,Playboi Carti,4tMhjP02FRQ0KIUUEJ2oGK
2025-03-23,86,Overly,Playboi Carti,5tRylsadMpm8TydUgq7NWj
2025-03-23,87,Busy Woman,Sabrina Carpenter,0b0Dz0Gi86SVdBxYeiQcCP
2025-03-23,88,South Atlanta Baby,Playboi Carti,7cHhlnawdN87aZbjO6LMRN
2025-03-23,89,Nuevayol,Bad Bunny,5TFD2bmFKGhoCRbX61nXY5
2025-03-23,90,Heart Of A Woman,Summer Walker,2oVVaVY0LkzwAYYcyzon6Z
2025-03-23,91,Tattoo,Tito Double P,3KgHiAVuP88QoQs9CO4z1P
2025-03-23,92,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,137hXMH6QiVXQSRwcf0DWP
2025-03-23,93,Like Him,"Tyler, the Creator Featuring Lola Young",72NMPuJCRsOUoXQJdzVfdo
2025-03-23,94,Burning Down,Alex Warren,3diSxgK7bRIZzqu5IqFgd1
2025-03-23,95,Weren't For The Wind,Ella Langley,4v9alNvEjLjvqo4LNWwswl
2025-03-23,96,Walk,Playboi Carti,5Qya13gFXqupr4sSmZMKDg
2025-03-23,97,I Ain't Sayin',Jordan Davis,7lCs3stpWCtAn5Y2lmnPhV
2025-03-23,98,No Pole,Don Toliver,0eaVIYo2zeOaGJeqZ5TwYz
2025-03-23,99,Am I Okay?,Megan Moroney,36wAwEkSDpNQ4oQeRLYC3L
2025-03-23,100,Ms. Whitman,Bhad Bhabie,1LjSbD1yQ0RQc6mwxGHw4m
2025-03-30,1,Luther,Kendrick Lamar & SZA,45J4avUb9Ni0bnETYaYFVJ
2025-03-30,2,Die With A Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe
2025-03-30,3,A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf
2025-03-30,4,Just In Case,Morgan Wallen,02Ya2Q08bBKFqUJvjmyRXK
2025-03-30,5,Pink Pony Club,Chappell Roan,6393yGahSJ9slVdOwSxOVR
2025-03-30,6,Lose Control,Teddy Swims,6usohdchdzW9oML7VC4Uhk
2025-03-30,7,Nokia,Drake,2u9S9JJ6hTZS3Vf22HOZKg
2025-03-30,8,Beautiful Things,Benson Boone,6tNQ70jh4OwmPGpYy6R2o9
2025-03-30,9,Not Like Us,Kendrick Lamar,6AI3ezQ4o3HUoP6Dhudph3
2025-03-30,10,APT.,ROSE & Bruno Mars,5vNRhkKd0yEAg8suGBpjeY
2025-03-30,11,I'm The Problem,Morgan Wallen,3qanjC9eg7HYqoGC60bbCv
2025-03-30,12,Birds Of A Feather,Billie Eilish,6dOtVTDdiauQNBQEDOtlAB
2025-03-30,13,That's So True,Gracie Abrams,
2025-03-30,14,Anxiety,Doechii,1musbempyJAw5gfSKZHXP9
2025-03-30,15,TV Off,Kendrick Lamar Featuring Lefty Gunplay,45J4avUb9Ni0bnETYaYFVJ
2025-03-30,16,Love Somebody,Morgan Wallen,7hR22TOX3RorxJPcsz5Wbo
2025-03-30,17,I'm A Little Crazy,Morgan Wallen,2zIl3eEUd51KdtqGyJw1sg
2025-03-30,18,Espresso,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75
2025-03-30,19,I Had Some Help,Post Malone Featuring Morgan Wallen,7221xIgOnuakPdLqT0F3nP
2025-03-30,20,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe
2025-03-30,21,Timeless,The Weeknd & Playboi Carti,0FIDCNYYjNvPVimz5icugS
2025-03-30,22,Squabble Up,Kendrick Lamar,0nj9Bq5sHDiTxSHunhgkFb
2025-03-30,23,Messy,Lola Young,2YuUy4hBCVm4L5IRHu0iVl
2025-03-30,24,30 For 30,SZA With Kendrick Lamar,3aSWXU6owkZeVhh94XxEWO
2025-03-30,25,Rather Lie,Playboi Carti & The Weeknd,68qeaZhtMZ6abrJCYt6nQn
2025-03-30,26,Sports Car,Tate McRae,2zOmS55knKWSgScYPTNmGQ
