week,rank,title,artist,spotify_id
2025-05-11,13,Mutt,Leon Thomas,1mh9eHVRdNhzryG43PXdW1
2025-05-11,14,I Had Some Help,Post Malone Featuring Morgan Wallen,7221xIgOnuakPdLqT0F3nP
2025-05-11,15,Blue Strips,jessie murph,7u7IqryLFAygWFz6bsEB7y
2025-05-11,16,Love Somebody,Morgan Wallen,7hR22TOX3RorxJPcsz5Wbo
2025-05-11,17,Just In Case,Morgan Wallen,02Ya2Q08bBKFqUJvjmyRXK
2025-05-11,18,Messy,Lola Young,2YuUy4hBCVm4L5IRHu0iVl
2025-05-11,19,Espresso,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75
2025-05-11,20,APT.,ROSE & Bruno Mars,5vNRhkKd0yEAg8suGBpjeY
2025-05-11,21,That's So True,Gracie Abrams,7ne4VBA60CxGM75vw0EYad
2025-05-11,22,Not Like Us,Kendrick Lamar,6AI3ezQ4o3HUoP6Dhudph3
2025-05-11,23,30 For 30,SZA With Kendrick Lamar,3aSWXU6owkZeVhh94XxEWO
2025-05-11,24,I Never Lie,Zach Top,3t6gUcGYLrUuqwpXjOFWQc
2025-05-11,25,Burning Blue,Mariah the Scientist,0aWHb6ujnlXkmmOI1ltStc
2025-05-11,26,Stargazing,Myles Smith,3Vr3zh0r7ALn8VLqCiRR10
2025-05-11,27,TV Off,Kendrick Lamar Featuring Lefty Gunplay,45J4avUb9Ni0bnETYaYFVJ
2025-05-11,28,No One Noticed,The Marias,3siwsiaEoU4Kuuc9WKMUy5
2025-05-11,29,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,170CNv2CAZn8wg6GxvHXYC
2025-05-11,30,Bad Dreams,Teddy Swims,3nHuKdFJZm78CoeBnDcFKe
2025-05-11,31,Abracadabra,Lady Gaga,5ZLUm9eab8y3tqQ1OhQSHI
2025-05-11,32,Sorry I'm Here For Someone Else,Benson Boone,15zJeVUmKFnbrxm9dxcxYD
2025-05-11,33,Worst Way,Riley Green,1osfLqL6L2iQsirRf83ded
2025-05-11,34,Sports Car,Tate McRae,2zOmS55knKWSgScYPTNmGQ
2025-05-11,35,Squabble Up,Kendrick Lamar,0nj9Bq5sHDiTxSHunhgkFb
2025-05-11,36,Backup Plan,Bailey Zimmerman & Luke Combs,58is1MxJ0mafkdwalyYanU
2025-05-11,37,Timeless,The Weeknd & Playboi Carti,0FIDCNYYjNvPVimz5icugS
2025-05-11,38,Taste,Sabrina Carpenter,5G2f63n7IPVPPjfNIGih7Q
2025-05-11,39,Good News,Shaboozey,54p6vNJwGkt4FTaM8SCsxt
2025-05-11,40,Weren't For The Wind,Ella Langley,4v9alNvEjLjvqo4LNWwswl
2025-05-11,41,Love Me Not,Ravyn Lenae,1UNEuG9DYOWiikf00ayr52
2025-05-11,42,Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h
2025-05-11,43,Sailor Song,Gigi Perez,2262bWmqomIaJXwCRHr13j
2025-05-11,44,Undressed,sombr,4AajxCEwGEsmHmT4H1TwjY
2025-05-11,45,Mystical Magical,Benson Boone,221eHga9f9Ne4f8D7WVgPT
2025-05-11,46,Cry For Me,The Weeknd,3AWDeHLc88XogCaCnZQLVI
2025-05-11,47,Back To Friends,sombr,0FTmksd2dxiE5e3rWyJXs6
2025-05-11,48,Dark Thoughts,Lil Tecca,7EW7Yivb93qKAtp5qEm5of
2025-05-11,49,Azizam,Ed Sheeran,0GRc3eGTg8HBdWLRGYgqIc
2025-05-11,50,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,137hXMH6QiVXQSRwcf0DWP
2025-05-11,51,Indigo,Sam Barber Featuring Avery Anna,1o6cYDMHvKOfizi4d9Lqxr
2025-05-11,52,Residuals,Chris Brown,6txAWGckgEGJIhLjhNdtE9
2025-05-11,53,Am I Okay?,Megan Moroney,36wAwEkSDpNQ4oQeRLYC3L
2025-05-11,54,DTMF,Bad Bunny,3sK8wGT43QFpWrvNQsrQya
2025-05-11,55,Party 4 U,Charli xcx,2RdEC8Ff83WkX7kDVCHseE
2025-05-11,56,I'm A Little Crazy,Morgan Wallen,2zIl3eEUd51KdtqGyJw1sg
2025-05-11,57,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",2aTf0R0TQCJJKcb0ipszD2
2025-05-11,58,Happen To Me,Russell Dickerson,1vgourDwo7hFFamSxepvar
2025-05-11,59,Me Jalo,Fuerza Regida & Grupo Frontera,3D24ErT1MMmUfXWotSj2A2
2025-05-11,60,What Was That,Lorde,7hGCCQkdyF1MX6uk339uBS
2025-05-11,61,Your Way's Better,Forrest Frank,4qrbjoNP9NZwe79Rg9IlFU
2025-05-11,62,After All The Bars Are Closed,Thomas Rhett,0oBbkZuDLkT8DY9DK67kfr
2025-05-11,63,Peekaboo,Kendrick Lamar Featuring AzChike,2Uts1QFB4u2YNIMiqcb4de
2025-05-11,64,Por Esos Ojos,Fuerza Regida,77pDO4WZPIdkwFve0iHWnb
2025-05-11,65,Revolving Door,Tate McRae,541sN2qNfIlllGn9nGOQoC
2025-05-11,66,Baile Inolvidable,Bad Bunny,2lTm559tuIvatlT1u0JYG2
2025-05-11,67,Backseat Driver,Kane Brown,68SYsp6XfIEnlDYMgMyxUv
2025-05-11,68,Rather Lie,Playboi Carti & The Weeknd,68qeaZhtMZ6abrJCYt6nQn
2025-05-11,69,Twilight Zone,Ariana Grande,1edcyazKIdKrIuz9cWpXU6
2025-05-11,70,Hands Of Time,Eric Church,2XZobkFLKJKBaH9yKpAB2B
2025-05-11,71,Money On Money,Young Thug Featuring Future,7p106V3HRaa0lCVL5oepMg
2025-05-11,72,Texas,Blake Shelton,3yU9fLsuDYjzVyZW2FLUqY
2025-05-11,73,Denial Is A River,Doechii,2A2YfuPzQoQUIcGe0C4SVD
2025-05-11,74,House Again,Hudson Westbrook,1zM8S2pnIclcdTmrfFnWtX
2025-05-11,75,Smile,Morgan Wallen,3MJ6lFNV12FSHAOzTzkwxz
2025-05-11,76,Priceless,Maroon 5 & LISA,5MI9rnOsAayuxi7pKVydNg
2025-05-11,77,Like Him,"Tyler, the Creator Featuring Lola Young",72NMPuJCRsOUoXQJdzVfdo
2025-05-11,78,Amen,Shaboozey & Jelly Roll,2iSfSJrho5XkU2NmAnZ9ZV
2025-05-11,79,Thought It Was Love,Ty Myers,4fVoX6BG2jFhPx6uHKevpF
2025-05-11,80,EOO,Bad Bunny,6J5kc12BW5HuP3d7C3vvx8
2025-05-11,81,Whim Whamiee,PLUTO & YKNIECE,4eULTkHVLAhn5J5DOSNbdP
2025-05-11,82,Feel It,d4vd,3SAga35lAPYdjj3qyfEsCF
2025-05-11,83,Whiskey Drink,Jason Aldean,4ZIOtzgjSwq7oSkhWqapwa
2025-05-11,84,Are You Even Real,Teddy Swims & GIVEON,7pDFd3sgEoPnka6k9IyBcH
2025-05-11,85,Loco,Neton Vega,4eLDmhsJW3JoZTXCAozHor
2025-05-11,86,Busy Woman,Sabrina Carpenter,0b0Dz0Gi86SVdBxYeiQcCP
2025-05-11,87,The Largest,BigXthaPlug,3neOwym9kfYsM1QWaR77C1
2025-05-11,88,Te Queria Ver,Aleman X Neton Vega,4roYCFtSLWhzbGH92OKfY1
2025-05-11,89,Old Phone,Ed Sheeran,2QxviKpVdEXKDWs706MUZB
2025-05-11,90,Fix What You Didn't Break,Nate Smith,0GJ8peTqHq9pu5Yf2vHjjX
2025-05-11,91,My World,Chuckyy,5PCn4ysnzhILLhQY0u4Ans
2025-05-11,92,Gnarly,KATSEYE,1j15Ar0qGDzIR0v3CQv3JL
2025-05-11,93,Morena,Neton Vega & Peso Pluma,4oB8Xd7gMlUEtWoD8bmCXW
2025-05-11,94,Holy Smokes,Bailey Zimmerman,0eNQPUVENuR95kC7dLHTSZ
2025-05-11,95,Me Prometi,Ivan Cornejo,5uXL0CN1mQxHJSJRHN44Od
2025-05-11,96,BMF,SZA,3U3hFkMr0Q90pD24EkE3Pr
2025-05-11,97,Haunted,Kane Brown With Jelly Roll,4AdawVDO3fyuVGBgxllJ3B
2025-05-11,98,Steve's Lava Chicken,Jack Black,2n5sAzeWh5LqnV9cGBjgGr
2025-05-11,99,The Days,CHRYSTAL,1yeood021wK11i7bwwYMIJ
2025-05-11,100,Die Trying,"PARTYNEXTDOOR, Drake & Yebba",0NUqi0ps17YpLUC3kgsZq0
2025-05-18,1,Luther,Kendrick Lamar & SZA,45J4avUb9Ni0bnETYaYFVJ
2025-05-18,2,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe
2025-05-18,3,Die With A Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe
2025-05-18,4,A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf
2025-05-18,5,Nokia,Drake,2u9S9JJ6hTZS3Vf22HOZKg
2025-05-18,6,I'm The Problem,Morgan Wallen,3qanjC9eg7HYqoGC60bbCv
2025-05-18,7,Lose Control,Teddy Swims,6usohdchdzW9oML7VC4Uhk
2025-05-18,8,Beautiful Things,Benson Boone,6tNQ70jh4OwmPGpYy6R2o9
2025-05-18,9,Pink Pony Club,Chappell Roan,6393yGahSJ9slVdOwSxOVR
2025-05-18,10,Anxiety,Doechii,1musbempyJAw5gfSKZHXP9
2025-05-18,11,Just In Case,Morgan Wallen,02Ya2Q08bBKFqUJvjmyRXK
2025-05-18,12,Birds Of A Feather,Billie Eilish,6dOtVTDdiauQNBQEDOtlAB
2025-05-18,13,I Had Some Help,Post Malone Featuring Morgan Wallen,7221xIgOnuakPdLqT0F3nP
2025-05-18,14,Timeless,The Weeknd & Playboi Carti,0FIDCNYYjNvPVimz5icugS
2025-05-18,15,Blue Strips,jessie murph,7u7IqryLFAygWFz6bsEB7y
2025-05-18,16,Superman,Morgan Wallen,3KC1yCIfkLrRaeeMUEKvg3
2025-05-18,17,Mutt,Leon Thomas,1mh9eHVRdNhzryG43PXdW1
2025-05-18,18,Love Somebody,Morgan Wallen,7hR22TOX3RorxJPcsz5Wbo
2025-05-18,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman,73kIKvg65QWieOKXIwyLJP
2025-05-18,20,Messy,Lola Young,2YuUy4hBCVm4L5IRHu0iVl
2025-05-18,21,Espresso,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75
2025-05-18,22,APT.,ROSE & Bruno Mars,5vNRhkKd0yEAg8suGBpjeY
2025-05-18,23,Not Like Us,Kendrick Lamar,6AI3ezQ4o3HUoP6Dhudph3
2025-05-18,24,30 For 30,SZA With Kendrick Lamar,3aSWXU6owkZeVhh94XxEWO
2025-05-18,25,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,170CNv2CAZn8wg6GxvHXYC
2025-05-18,26,That's So True,Gracie Abrams,7ne4VBA60CxGM75vw0EYad
2025-05-18,27,Stargazing,Myles Smith,3Vr3zh0r7ALn8VLqCiRR10
2025-05-18,28,Burning Blue,Mariah the Scientist,0aWHb6ujnlXkmmOI1ltStc
2025-05-18,29,Worst Way,Riley Green,1osfLqL6L2iQsirRf83ded
2025-05-18,30,Sorry I'm Here For Someone Else,Benson Boone,15zJeVUmKFnbrxm9dxcxYD
2025-05-18,31,I Never Lie,Zach Top,3t6gUcGYLrUuqwpXjOFWQc
2025-05-18,32,No One Noticed,The Marias,3siwsiaEoU4Kuuc9WKMUy5
2025-05-18,33,Sports Car,Tate McRae,2zOmS55knKWSgScYPTNmGQ
2025-05-18,34,TV Off,Kendrick Lamar Featuring Lefty Gunplay,45J4avUb9Ni0bnETYaYFVJ
2025-05-18,35,Weren't For The Wind,Ella Langley,4v9alNvEjLjvqo4LNWwswl
2025-05-18,36,Abracadabra,Lady Gaga,5ZLUm9eab8y3tqQ1OhQSHI
2025-05-18,37,Undressed,sombr,4AajxCEwGEsmHmT4H1TwjY
2025-05-18,38,Squabble Up,Kendrick Lamar,0nj9Bq5sHDiTxSHunhgkFb
2025-05-18,39,Am I Okay?,Megan Moroney,36wAwEkSDpNQ4oQeRLYC3L
2025-05-18,40,Taste,Sabrina Carpenter,5G2f63n7IPVPPjfNIGih7Q
2025-05-18,41,Bad Dreams,Teddy Swims,3nHuKdFJZm78CoeBnDcFKe
2025-05-18,42,Mystical Magical,Benson Boone,221eHga9f9Ne4f8D7WVgPT
2025-05-18,43,Love Me Not,Ravyn Lenae,1UNEuG9DYOWiikf00ayr52
2025-05-18,44,Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h
2025-05-18,45,Back To Friends,sombr,0FTmksd2dxiE5e3rWyJXs6
2025-05-18,46,Cry For Me,The Weeknd,3AWDeHLc88XogCaCnZQLVI
2025-05-18,47,Sailor Song,Gigi Perez,2262bWmqomIaJXwCRHr13j
2025-05-18,48,Good News,Shaboozey,54p6vNJwGkt4FTaM8SCsxt
2025-05-18,49,Dark Thoughts,Lil Tecca,7EW7Yivb93qKAtp5qEm5of
2025-05-18,50,Backup Plan,Bailey Zimmerman & Luke Combs,58is1MxJ0mafkdwalyYanU
2025-05-18,51,DTMF,Bad Bunny,3sK8wGT43QFpWrvNQsrQya
2025-05-18,52,I'm A Little Crazy,Morgan Wallen,2zIl3eEUd51KdtqGyJw1sg
2025-05-18,53,Indigo,Sam Barber Featuring Avery Anna,1o6cYDMHvKOfizi4d9Lqxr
2025-05-18,54,Azizam,Ed Sheeran,0GRc3eGTg8HBdWLRGYgqIc
2025-05-18,55,Happen To Me,Russell Dickerson,1vgourDwo7hFFamSxepvar
2025-05-18,56,Dangerous,Sleep Token,105Fwh9wijwT41rrfgSnrE
2025-05-18,57,Caramel,Sleep Token,1QrbZhFYlViXd60g130vw1
2025-05-18,58,Emergence,Sleep Token,2OMjHcniFxzijWX7EaBrXE
2025-05-18,59,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",2aTf0R0TQCJJKcb0ipszD2
2025-05-18,60,Party 4 U,Charli xcx,2RdEC8Ff83WkX7kDVCHseE
2025-05-18,61,Even In Arcadia,Sleep Token,4IixOTCzviJgIigKleiVbo
2025-05-18,62,After All The Bars Are Closed,Thomas Rhett,0oBbkZuDLkT8DY9DK67kfr
2025-05-18,63,Your Way's Better,Forrest Frank,4qrbjoNP9NZwe79Rg9IlFU
2025-05-18,64,Amen,Shaboozey & Jelly Roll,2iSfSJrho5XkU2NmAnZ9ZV
2025-05-18,65,Me Jalo,Fuerza Regida & Grupo Frontera,3D24ErT1MMmUfXWotSj2A2
2025-05-18,66,Look To Windward,Sleep Token,4Lojbtk7XNMdSKRHSFbdkm
2025-05-18,67,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,137hXMH6QiVXQSRwcf0DWP
2025-05-18,68,Smile,Morgan Wallen,3MJ6lFNV12FSHAOzTzkwxz
2025-05-18,69,Peekaboo,Kendrick Lamar Featuring AzChike,2Uts1QFB4u2YNIMiqcb4de
2025-05-18,70,Past Self,Sleep Token,0Uvf2v96tJ5CuyK0LtyAgd
2025-05-18,71,Revolving Door,Tate McRae,541sN2qNfIlllGn9nGOQoC
2025-05-18,72,Damocles,Sleep Token,3enIFKYJKSVyjXVzmup28I
2025-05-18,73,Baile Inolvidable,Bad Bunny,2lTm559tuIvatlT1u0JYG2
2025-05-18,74,Marlboro Rojo,Fuerza Regida,3hpm0fTeSqlhJbnqAgaLZs
2025-05-18,75,Gethsemane,Sleep Token,29JLgNBcOky7QB68OrvYxO
2025-05-18,76,Rather Lie,Playboi Carti & The Weeknd,68qeaZhtMZ6abrJCYt6nQn
2025-05-18,77,Provider,Sleep Token,7JVAVLkkhpKOp8g4jX5Z12
2025-05-18,78,Backseat Driver,Kane Brown,68SYsp6XfIEnlDYMgMyxUv
2025-05-18,79,Twilight Zone,Ariana Grande,1edcyazKIdKrIuz9cWpXU6
2025-05-18,80,Por Esos Ojos,Fuerza Regida,77pDO4WZPIdkwFve0iHWnb
2025-05-18,81,What Was That,Lorde,7hGCCQkdyF1MX6uk339uBS
2025-05-18,82,EOO,Bad Bunny,6J5kc12BW5HuP3d7C3vvx8
2025-05-18,83,House Again,Hudson Westbrook,1zM8S2pnIclcdTmrfFnWtX
2025-05-18,84,Whiskey Drink,Jason Aldean,4ZIOtzgjSwq7oSkhWqapwa
2025-05-18,85,Busy Woman,Sabrina Carpenter,0b0Dz0Gi86SVdBxYeiQcCP
2025-05-18,86,You Had To Be There,Megan Moroney & Kenny Chesney,7GqNLsydHDulc4ifcS4Qqb
2025-05-18,87,Hands Of Time,Eric Church,2XZobkFLKJKBaH9yKpAB2B
2025-05-18,88,Feel It,d4vd,3SAga35lAPYdjj3qyfEsCF
2025-05-18,89,Whim Whamiee,PLUTO & YKNIECE,4eULTkHVLAhn5J5DOSNbdP
2025-05-18,90,The Largest,BigXthaPlug,3neOwym9kfYsM1QWaR77C1
2025-05-18,91,Nope Your Too Late I Already Died,wifiskeleton & i wanna be a jack-o-lantern,0hta2Lb2zKJ7kEnAEZEE3G
2025-05-18,92,Fix What You Didn't Break,Nate Smith,0GJ8peTqHq9pu5Yf2vHjjX
2025-05-18,93,Texas,Blake Shelton,3yU9fLsuDYjzVyZW2FLUqY
2025-05-18,94,Thought It Was Love,Ty Myers,4fVoX6BG2jFhPx6uHKevpF
2025-05-18,95,Loco,Neton Vega,4eLDmhsJW3JoZTXCAozHor
2025-05-18,96,Are You Even Real,Teddy Swims & GIVEON,7pDFd3sgEoPnka6k9IyBcH
2025-05-18,97,Denial Is A River,Doechii,2A2YfuPzQoQUIcGe0C4SVD
2025-05-18,98,Money On Money,Young Thug Featuring Future,7p106V3HRaa0lCVL5oepMg
2025-05-18,99,Ribs,Lorde,2MvvoeRt8NcOXWESkxWn3g
2025-05-18,100,Infinite Baths,Sleep Token,3lGs8BwNj35qaBx3uSOQdR
2025-05-25,1,What I Want,Morgan Wallen Featuring Tate McRae,3CjeDMzL35p8ioIBZwPlii
2025-05-25,2,Just In Case,Morgan Wallen,02Ya2Q08bBKFqUJvjmyRXK
2025-05-25,3,I'm The Problem,Morgan Wallen,3qanjC9eg7HYqoGC60bbCv
2025-05-25,4,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe
2025-05-25,5,Luther,Kendrick Lamar & SZA,45J4avUb9Ni0bnETYaYFVJ
2025-05-25,6,Die With A Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe
2025-05-25,7,I Got Better,Morgan Wallen,4gfrYDtaRmp6HPvN80V2ob
2025-05-25,8,Superman,Morgan Wallen,3KC1yCIfkLrRaeeMUEKvg3
2025-05-25,9,A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf
2025-05-25,10,Love Somebody,Morgan Wallen,7hR22TOX3RorxJPcsz5Wbo
2025-05-25,11,Lose Control,Teddy Swims,6usohdchdzW9oML7VC4Uhk
2025-05-25,12,Nokia,Drake,2u9S9JJ6hTZS3Vf22HOZKg
2025-05-25,13,Anxiety,Doechii,1musbempyJAw5gfSKZHXP9
2025-05-25,14,Beautiful Things,Benson Boone,6tNQ70jh4OwmPGpYy6R2o9
2025-05-25,15,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,170CNv2CAZn8wg6GxvHXYC
2025-05-25,16,Pink Pony Club,Chappell Roan,6393yGahSJ9slVdOwSxOVR
2025-05-25,17,Birds Of A Feather,Billie Eilish,6dOtVTDdiauQNBQEDOtlAB
2025-05-25,18,Mutt,Leon Thomas,1mh9eHVRdNhzryG43PXdW1
2025-05-25,19,I Had Some Help,Post Malone Featuring Morgan Wallen,7221xIgOnuakPdLqT0F3nP
2025-05-25,20,20 Cigarettes,Morgan Wallen,0YsIYFRoxkmEvbKCwTp0Tg
2025-05-25,21,Kick Myself,Morgan Wallen,50kjUO9iWqTamrb3va05hu
2025-05-25,22,Eyes Are Closed,Morgan Wallen,5QEAqQ7NzbTP8Px5N3Ggmi
2025-05-25,23,All The Way,BigXthaPlug Featuring Bailey Zimmerman,73kIKvg65QWieOKXIwyLJP
2025-05-25,24,Espresso,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75
2025-05-25,25,Falling Apart,Morgan Wallen,0GnNHCDj2WOJl70UUcvAEP
2025-05-25,26,Blue Strips,jessie murph,7u7IqryLFAygWFz6bsEB7y
2025-05-25,27,Messy,Lola Young,3SKH53SPQbEnZR4cJPVaz2
2025-05-25,28,APT.,ROSE & Bruno Mars,5vNRhkKd0yEAg8suGBpjeY
2025-05-25,29,"Skoal, Chevy, And Browning",Morgan Wallen,6TUf119oQrkteMSKTE1SOf
2025-05-25,30,Timeless,The Weeknd & Playboi Carti,0FIDCNYYjNvPVimz5icugS
2025-05-25,31,TN,Morgan Wallen,7lq4b3sYM9cYSnCMxCafKe
2025-05-25,32,Where'd That Girl Go,Morgan Wallen,72EqPCCpe79JBwtLlVsdZ6
2025-05-25,33,30 For 30,SZA With Kendrick Lamar,3aSWXU6owkZeVhh94XxEWO
2025-05-25,34,Kiss Her In Front Of You,Morgan Wallen,3vhOv5qBOX9urPOC9VyhWl
2025-05-25,35,Worst Way,Riley Green,1osfLqL6L2iQsirRf83ded
2025-05-25,36,That's So True,Gracie Abrams,7ne4VBA60CxGM75vw0EYad
2025-05-25,37,Burning Blue,Mariah the Scientist,0aWHb6ujnlXkmmOI1ltStc
2025-05-25,38,Sorry I'm Here For Someone Else,Benson Boone,15zJeVUmKFnbrxm9dxcxYD
2025-05-25,39,Sports Car,Tate McRae,2zOmS55knKWSgScYPTNmGQ
2025-05-25,40,I'm A Little Crazy,Morgan Wallen,2zIl3eEUd51KdtqGyJw1sg
2025-05-25,41,If You Were Mine,Morgan Wallen,710dGcMZzo15JzqhJmDjOR
2025-05-25,42,Missing,Morgan Wallen,7trGQmK2IAYxLb3wgqfawy
2025-05-25,43,No One Noticed,The Marias,3siwsiaEoU4Kuuc9WKMUy5
2025-05-25,44,Weren't For The Wind,Ella Langley,4v9alNvEjLjvqo4LNWwswl
2025-05-25,45,Smile,Morgan Wallen,3MJ6lFNV12FSHAOzTzkwxz
2025-05-25,46,Genesis,Morgan Wallen,5ImJTOd6BMsvwuRgnlmyr7
2025-05-25,47,TV Off,Kendrick Lamar Featuring Lefty Gunplay,45J4avUb9Ni0bnETYaYFVJ
2025-05-25,48,Don't We,Morgan Wallen,7quUr3mlWKcQuBRfl6g5Sn
2025-05-25,49,Undressed,sombr,4AajxCEwGEsmHmT4H1TwjY
2025-05-25,50,Dark Til Daylight,Morgan Wallen,5t6VW9ocIgB84vD8uR5xXU
2025-05-25,51,Interlude,Morgan Wallen,4NoOpkVBJsRB2YTiP9vRJD
2025-05-25,52,Number 3 And Number 7,Morgan Wallen Featuring Eric Church,5xuaCJaNAqRLwV7OO5zPiF
2025-05-25,53,Abracadabra,Lady Gaga,5ZLUm9eab8y3tqQ1OhQSHI
2025-05-25,54,Revelation,Morgan Wallen,4HWDNZ1i6gyzu9tUbNhC2C
2025-05-25,55,Squabble Up,Kendrick Lamar,0nj9Bq5sHDiTxSHunhgkFb
2025-05-25,56,Am I Okay?,Megan Moroney,36wAwEkSDpNQ4oQeRLYC3L
2025-05-25,57,Mystical Magical,Benson Boone,221eHga9f9Ne4f8D7WVgPT
2025-05-25,58,Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h
2025-05-25,59,Love Me Not,Ravyn Lenae,1UNEuG9DYOWiikf00ayr52
2025-05-25,60,Jack And Jill,Morgan Wallen,1OjNUHE1W7Cxeph9DJzKbe
2025-05-25,61,Cry For Me,The Weeknd,3AWDeHLc88XogCaCnZQLVI
2025-05-25,62,Back To Friends,sombr,0FTmksd2dxiE5e3rWyJXs6
2025-05-25,63,Come Back As A Redneck,Morgan Wallen Featuring HARDY,6lx6unJJCy2a6Y8EqgTdvp
2025-05-25,64,Good News,Shaboozey,54p6vNJwGkt4FTaM8SCsxt
2025-05-25,65,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,11E0Czz974QfKWqJ9Niv5A
2025-05-25,66,DTMF,Bad Bunny,3sK8wGT43QFpWrvNQsrQya
2025-05-25,67,Dark Thoughts,Lil Tecca,7EW7Yivb93qKAtp5qEm5of
2025-05-25,68,Backup Plan,Bailey Zimmerman & Luke Combs,58is1MxJ0mafkdwalyYanU
2025-05-25,69,The Dealer,Morgan Wallen Featuring ERNEST,14VvxC4zIJLiy1nnRL8eAX
2025-05-25,70,Leavin's The Least I Could Do,Morgan Wallen,5uhxL7UwvTMV6FSCTpKcjc
2025-05-25,71,Party 4 U,Charli xcx,2RdEC8Ff83WkX7kDVCHseE
2025-05-25,72,Drinking Til It Does,Morgan Wallen,5gGz4XkNZV335nYgs34Ro7
2025-05-25,73,Nothin' Left,Morgan Wallen,1oPhkzw5Jt2izQmKj7CkVO
2025-05-25,74,Azizam,Ed Sheeran,0GRc3eGTg8HBdWLRGYgqIc
2025-05-25,75,Happen To Me,Russell Dickerson,1vgourDwo7hFFamSxepvar
2025-05-25,76,Your Way's Better,Forrest Frank,4qrbjoNP9NZwe79Rg9IlFU
2025-05-25,77,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",2aTf0R0TQCJJKcb0ipszD2
2025-05-25,78,Indigo,Sam Barber Featuring Avery Anna,1o6cYDMHvKOfizi4d9Lqxr
2025-05-25,79,LA Night,Morgan Wallen,583dMdiUquLMenarTp7PQm
2025-05-25,80,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,137hXMH6QiVXQSRwcf0DWP
2025-05-25,81,After All The Bars Are Closed,Thomas Rhett,0oBbkZuDLkT8DY9DK67kfr
2025-05-25,82,Amen,Shaboozey & Jelly Roll,2iSfSJrho5XkU2NmAnZ9ZV
2025-05-25,83,Whiskey In Reverse,Morgan Wallen,3ru3YfbjQNHbGjamBhxlsG
2025-05-25,84,Working Man's Song,Morgan Wallen,3mXxKFehajiV2TiL8n8DwA
2025-05-25,85,Marlboro Rojo,Fuerza Regida,3hpm0fTeSqlhJbnqAgaLZs
2025-05-25,86,House Again,Hudson Westbrook,1zM8S2pnIclcdTmrfFnWtX
2025-05-25,87,Peekaboo,Kendrick Lamar Featuring AzChike,2Uts1QFB4u2YNIMiqcb4de
2025-05-25,88,Crazy Eyes,Morgan Wallen,5pJBr57ff2dzpelkCQxnJE
2025-05-25,89,Me Jalo,Fuerza Regida & Grupo Frontera,3D24ErT1MMmUfXWotSj2A2
2025-05-25,90,Don't Say You Love Me,Jin,27xkOIER6uDLKALIelHylZ
2025-05-25,91,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",0QCIpQV3twfqo9kh0t8Zza
2025-05-25,92,Backseat Driver,Kane Brown,68SYsp6XfIEnlDYMgMyxUv
2025-05-25,93,Whiskey Drink,Jason Aldean,4ZIOtzgjSwq7oSkhWqapwa
2025-05-25,94,Baile Inolvidable,Bad Bunny,2lTm559tuIvatlT1u0JYG2
2025-05-25,95,EOO,Bad Bunny,6J5kc12BW5HuP3d7C3vvx8
2025-05-25,96,Twilight Zone,Ariana Grande,1edcyazKIdKrIuz9cWpXU6
2025-05-25,97,Revolving Door,Tate McRae,541sN2qNfIlllGn9nGOQoC
2025-05-25,98,Rather Lie,Playboi Carti & The Weeknd,68qeaZhtMZ6abrJCYt6nQn
2025-05-25,99,Whim Whamiee,PLUTO & YKNIECE,4eULTkHVLAhn5J5DOSNbdP
2025-05-25,100,Por Esos Ojos,Fuerza Regida,77pDO4WZPIdkwFve0iHWnb
2025-06-01,1,Ordinary,Alex Warren,6qqrTXSdwiJaq8SO0X2lSe
2025-06-01,2,What I Want,Morgan Wallen Featuring Tate McRae,3CjeDMzL35p8ioIBZwPlii
2025-06-01,3,Just In Case,Morgan Wallen,02Ya2Q08bBKFqUJvjmyRXK
