week,rank,title,artist
2025-07-06,23,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-06,24,Blue Strips,jessie murph
2025-07-06,25,Anxiety,Doechii
2025-07-06,26,Outside,Cardi B
2025-07-06,27,APT.,ROSE & Bruno Mars
2025-07-06,28,Worst Way,Riley Green
2025-07-06,29,Good News,Shaboozey
2025-07-06,30,Love Somebody,Morgan Wallen
2025-07-06,31,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-07-06,32,30 For 30,SZA With Kendrick Lamar
2025-07-06,33,Undressed,sombr
2025-07-06,34,Back To Friends,sombr
2025-07-06,35,Backup Plan,Bailey Zimmerman & Luke Combs
2025-07-06,36,That's So True,Gracie Abrams
2025-07-06,37,20 Cigarettes,Morgan Wallen
2025-07-06,38,Timeless,The Weeknd & Playboi Carti
2025-07-06,39,Burning Blue,Mariah the Scientist
2025-07-06,40,6 Months Later,Megan Moroney
2025-07-06,41,Messy,Lola Young
2025-07-06,42,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-06,43,The Giver,Chappell Roan
2025-07-06,44,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-07-06,45,After All The Bars Are Closed,Thomas Rhett
2025-07-06,46,Just Keep Watching,Tate McRae
2025-07-06,47,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-07-06,48,Sports Car,Tate McRae
2025-07-06,49,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-07-06,50,No One Noticed,The Marias
2025-07-06,51,Wildflower,Billie Eilish
2025-07-06,52,Superman,Morgan Wallen
2025-07-06,53,Happen To Me,Russell Dickerson
2025-07-06,54,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain"
2025-07-06,55,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-06,56,Amen,Shaboozey & Jelly Roll
2025-07-06,57,Azizam,Ed Sheeran
2025-07-06,58,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-07-06,59,TN,Morgan Wallen
2025-07-06,60,On My Mind,Alex Warren & ROSE
2025-07-06,61,Indigo,Sam Barber Featuring Avery Anna
2025-07-06,62,Whim Whamiee,PLUTO & YKNIECE
2025-07-06,63,Dark Thoughts,Lil Tecca
2025-07-06,64,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-06,65,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-07-06,66,House Again,Hudson Westbrook
2025-07-06,67,Fix What You Didn't Break,Nate Smith
2025-07-06,68,Party 4 U,Charli xcx
2025-07-06,69,Your Way's Better,Forrest Frank
2025-07-06,70,Typa,Glorilla
2025-07-06,71,Tu Sancho,Fuerza Regida
2025-07-06,72,I'm A Little Crazy,Morgan Wallen
2025-07-06,73,Rather Lie,Playboi Carti & The Weeknd
2025-07-06,74,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-07-06,75,Marlboro Rojo,Fuerza Regida
2025-07-06,76,Bloodline,Alex Warren With Jelly Roll
2025-07-06,77,Home,BigXthaPlug Featuring Shaboozey
2025-07-06,78,Peekaboo,Kendrick Lamar Featuring AzChike
2025-07-06,79,Dark Til Daylight,Morgan Wallen
2025-07-06,80,Latina Foreva,Karol G
2025-07-06,81,Folded,Kehlani
2025-07-06,82,FWU,Don Toliver
2025-07-06,83,Twilight Zone,Ariana Grande
2025-07-06,84,OWA OWA,Lil Tecca
2025-07-06,85,What Was That,Lorde
2025-07-06,86,Single Again,Josh Ross
2025-07-06,87,Gabriela,KATSEYE
2025-07-06,88,EOO,Bad Bunny
2025-07-06,89,Went West,BabyChiefDoit
2025-07-06,90,Nice To Meet You,Myles Smith
2025-07-06,91,Bodies,Offset & JID
2025-07-06,92,This Heart,Corey Kent
2025-07-06,93,Thought It Was Love,Ty Myers
2025-07-06,94,Touch Me Like A Gangster,jessie murph
2025-07-06,95,Went Legit,G Herbo
2025-07-06,96,Gnarly,KATSEYE
2025-07-06,97,Me Jalo,Fuerza Regida & Grupo Frontera
2025-07-06,98,Better Me For You (Brown Eyes),Max McNown
2025-07-06,99,Bar None,Jordan Davis
2025-07-06,100,Eyes Are Closed,Morgan Wallen
2025-07-13,1,Ordinary,Alex Warren
2025-07-13,2,What Did I Miss?,Drake
2025-07-13,3,What I Want,Morgan Wallen Featuring Tate McRae
2025-07-13,4,Just In Case,Morgan Wallen
2025-07-13,5,A Bar Song (Tipsy),Shaboozey
2025-07-13,6,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-13,7,Luther,Kendrick Lamar & SZA
2025-07-13,8,I'm The Problem,Morgan Wallen
2025-07-13,9,Lose Control,Teddy Swims
2025-07-13,10,Die With A Smile,Lady Gaga & Bruno Mars
2025-07-13,11,Manchild,Sabrina Carpenter
2025-07-13,12,Love Me Not,Ravyn Lenae
2025-07-13,13,Pink Pony Club,Chappell Roan
2025-07-13,14,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-07-13,15,Beautiful Things,Benson Boone
2025-07-13,16,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-07-13,17,Mutt,Leon Thomas
2025-07-13,18,Birds Of A Feather,Billie Eilish
2025-07-13,19,Espresso,Sabrina Carpenter
2025-07-13,20,Mystical Magical,Benson Boone
2025-07-13,21,Nokia,Drake
2025-07-13,22,Sorry I'm Here For Someone Else,Benson Boone
2025-07-13,23,I Got Better,Morgan Wallen
2025-07-13,24,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-07-13,25,Weren't For The Wind,Ella Langley
2025-07-13,26,Good News,Shaboozey
2025-07-13,27,Blue Strips,jessie murph
2025-07-13,28,Anxiety,Doechii
2025-07-13,29,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-13,30,APT.,ROSE & Bruno Mars
2025-07-13,31,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith
2025-07-13,32,Undressed,sombr
2025-07-13,33,Worst Way,Riley Green
2025-07-13,34,Back To Friends,sombr
2025-07-13,35,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-07-13,36,30 For 30,SZA With Kendrick Lamar
2025-07-13,37,Backup Plan,Bailey Zimmerman & Luke Combs
2025-07-13,38,Love Somebody,Morgan Wallen
2025-07-13,39,Outside,Cardi B
2025-07-13,40,Burning Blue,Mariah the Scientist
2025-07-13,41,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-07-13,42,That's So True,Gracie Abrams
2025-07-13,43,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-13,44,After All The Bars Are Closed,Thomas Rhett
2025-07-13,45,Timeless,The Weeknd & Playboi Carti
2025-07-13,46,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-07-13,47,Messy,Lola Young
2025-07-13,48,6 Months Later,Megan Moroney
2025-07-13,49,20 Cigarettes,Morgan Wallen
2025-07-13,50,No One Noticed,The Marias
2025-07-13,51,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-13,52,Just Keep Watching,Tate McRae
2025-07-13,53,River Washed Hair,Zach Bryan
2025-07-13,54,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-07-13,55,Happen To Me,Russell Dickerson
2025-07-13,56,Wildflower,Billie Eilish
2025-07-13,57,Superman,Morgan Wallen
2025-07-13,58,Amen,Shaboozey & Jelly Roll
2025-07-13,59,Azizam,Ed Sheeran
2025-07-13,60,Whim Whamiee,PLUTO & YKNIECE
2025-07-13,61,Indigo,Sam Barber Featuring Avery Anna
2025-07-13,62,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-07-13,63,Fix What You Didn't Break,Nate Smith
2025-07-13,64,TN,Morgan Wallen
2025-07-13,65,House Again,Hudson Westbrook
2025-07-13,66,Nuevayol,Bad Bunny
2025-07-13,67,Party 4 U,Charli xcx
2025-07-13,68,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-07-13,69,Your Way's Better,Forrest Frank
2025-07-13,70,Dark Thoughts,Lil Tecca
2025-07-13,71,Went West,BabyChiefDoit
2025-07-13,72,Rather Lie,Playboi Carti & The Weeknd
2025-07-13,73,Single Again,Josh Ross
2025-07-13,74,Typa,Glorilla
2025-07-13,75,Bloodline,Alex Warren With Jelly Roll
2025-07-13,76,On My Mind,Alex Warren & ROSE
2025-07-13,77,Marlboro Rojo,Fuerza Regida
2025-07-13,78,Twilight Zone,Ariana Grande
2025-07-13,79,Folded,Kehlani
2025-07-13,80,Tu Sancho,Fuerza Regida
2025-07-13,81,I'm A Little Crazy,Morgan Wallen
2025-07-13,82,Nice To Meet You,Myles Smith
2025-07-13,83,Went Legit,G Herbo
2025-07-13,84,EOO,Bad Bunny
2025-07-13,85,Better Me For You (Brown Eyes),Max McNown
2025-07-13,86,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-07-13,87,Bar None,Jordan Davis
2025-07-13,88,Dark Til Daylight,Morgan Wallen
2025-07-13,89,Somewhere Over Laredo,Lainey Wilson
2025-07-13,90,Thought It Was Love,Ty Myers
2025-07-13,91,Latina Foreva,Karol G
2025-07-13,92,This Heart,Corey Kent
2025-07-13,93,Hands Of Time,Eric Church
2025-07-13,94,Don't We,Morgan Wallen
2025-07-13,95,Gabriela,KATSEYE
2025-07-13,96,Illegal,PinkPantheress
2025-07-13,97,Revolving Door,Tate McRae
2025-07-13,98,Country House,Sam Hunt
2025-07-13,99,No Broke Boys,Disco Lines & Tinashe
2025-07-13,100,Por Esos Ojos,Fuerza Regida
2025-07-20,1,Ordinary,Alex Warren
2025-07-20,2,Daisies,Justin Bieber
2025-07-20,3,What I Want,Morgan Wallen Featuring Tate McRae
2025-07-20,4,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-20,5,Just In Case,Morgan Wallen
2025-07-20,6,A Bar Song (Tipsy),Shaboozey
2025-07-20,7,Love Me Not,Ravyn Lenae
2025-07-20,8,What Did I Miss?,Drake
2025-07-20,9,Lose Control,Teddy Swims
2025-07-20,10,Die With A Smile,Lady Gaga & Bruno Mars
2025-07-20,11,Luther,Kendrick Lamar & SZA
2025-07-20,12,I'm The Problem,Morgan Wallen
2025-07-20,13,Manchild,Sabrina Carpenter
2025-07-20,14,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-07-20,15,Pink Pony Club,Chappell Roan
2025-07-20,16,Beautiful Things,Benson Boone
2025-07-20,17,Yukon,Justin Bieber
2025-07-20,18,Go Baby,Justin Bieber
2025-07-20,19,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-07-20,20,Mutt,Leon Thomas
2025-07-20,21,All I Can Take,Justin Bieber
2025-07-20,22,Birds Of A Feather,Billie Eilish
2025-07-20,23,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-20,24,Good News,Shaboozey
2025-07-20,25,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-07-20,26,Mystical Magical,Benson Boone
2025-07-20,27,I Got Better,Morgan Wallen
2025-07-20,28,Jump,BLACKPINK
2025-07-20,29,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-07-20,30,Sorry I'm Here For Someone Else,Benson Boone
2025-07-20,31,Nokia,Drake
2025-07-20,32,Blue Strips,jessie murph
2025-07-20,33,Way It Is,Justin Bieber & Gunna
2025-07-20,34,Undressed,sombr
2025-07-20,35,Things You Do,Justin Bieber
2025-07-20,36,Worst Way,Riley Green
2025-07-20,37,Walking Away,Justin Bieber
2025-07-20,38,Back To Friends,sombr
2025-07-20,39,Anxiety,Doechii
2025-07-20,40,APT.,ROSE & Bruno Mars
2025-07-20,41,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-07-20,42,Chains & Whips,Clipse Featuring Kendrick Lamar
2025-07-20,43,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-20,44,Backup Plan,Bailey Zimmerman & Luke Combs
2025-07-20,45,Weren't For The Wind,Ella Langley
2025-07-20,46,30 For 30,SZA With Kendrick Lamar
2025-07-20,47,Burning Blue,Mariah the Scientist
2025-07-20,48,Love Somebody,Morgan Wallen
2025-07-20,49,Butterflies,Justin Bieber
2025-07-20,50,Kick Out,Travis Scott
2025-07-20,51,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-20,52,After All The Bars Are Closed,Thomas Rhett
2025-07-20,53,Champain & Vacay,Travis Scott & Don Toliver
2025-07-20,54,Dumbo,Travis Scott
2025-07-20,55,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-07-20,56,Devotion,Justin Bieber & Dijon
2025-07-20,57,Sweet Spot,Justin Bieber & Sexyy Red
2025-07-20,58,6 Months Later,Megan Moroney
2025-07-20,59,First Place,Justin Bieber
2025-07-20,60,20 Cigarettes,Morgan Wallen
2025-07-20,61,Outside,Cardi B
2025-07-20,62,So Be It,Clipse
2025-07-20,63,Just Keep Watching,Tate McRae
2025-07-20,64,Happen To Me,Russell Dickerson
2025-07-20,65,P.O.V.,"Clipse Featuring Tyler, the Creator"
2025-07-20,66,Wildflower,Billie Eilish
2025-07-20,67,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-07-20,68,In Your Fantasy,ATEEZ
2025-07-20,69,Amen,Shaboozey & Jelly Roll
2025-07-20,70,Swag,"Justin Bieber, Cash Cobain & Eddie Benjamin"
2025-07-20,71,Superman,Morgan Wallen
2025-07-20,72,2000 Excursion,"Travis Scott, Sheck Wes & Don Toliver"
2025-07-20,73,Indigo,Sam Barber Featuring Avery Anna
2025-07-20,74,Where Was You,"Travis Scott, Playboi Carti & Future"
2025-07-20,75,River Washed Hair,Zach Bryan
2025-07-20,76,Bloodline,Alex Warren With Jelly Roll
2025-07-20,77,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-07-20,78,Ace Trumpets,Clipse
2025-07-20,79,Too Long,Justin Bieber
2025-07-20,80,Fix What You Didn't Break,Nate Smith
2025-07-20,81,Single Again,Josh Ross
2025-07-20,82,House Again,Hudson Westbrook
2025-07-20,83,Glory Voice Memo,Justin Bieber
2025-07-20,84,Dadz Love,Justin Bieber & Lil B
2025-07-20,85,Folded,Kehlani
2025-07-20,86,405,Justin Bieber
2025-07-20,87,Your Way's Better,Forrest Frank
2025-07-20,88,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-07-20,89,Whim Whamiee,PLUTO & YKNIECE
2025-07-20,90,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-07-20,91,TN,Morgan Wallen
2025-07-20,92,The Birds Don't Sing,Clipse Featuring John Legend & Voices Of Fire
2025-07-20,93,Shyne,Travis Scott & Glorilla
2025-07-20,94,Party 4 U,Charli xcx
2025-07-20,95,M.T.B.T.T.F.,Clipse
2025-07-20,96,Nuevayol,Bad Bunny
2025-07-20,97,EOO,Bad Bunny
2025-07-20,98,Twilight Zone,Ariana Grande
2025-07-20,99,Rather Lie,Playboi Carti & The Weeknd
2025-07-20,100,Marlboro Rojo,Fuerza Regida
2025-07-27,1,Ordinary,Alex Warren
2025-07-27,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-27,3,Daisies,Justin Bieber
2025-07-27,4,What I Want,Morgan Wallen Featuring Tate McRae
2025-07-27,5,Just In Case,Morgan Wallen
2025-07-27,6,Love Me Not,Ravyn Lenae
2025-07-27,7,Lose Control,Teddy Swims
2025-07-27,8,A Bar Song (Tipsy),Shaboozey
2025-07-27,9,Luther,Kendrick Lamar & SZA
2025-07-27,10,Die With A Smile,Lady Gaga & Bruno Mars
2025-07-27,11,I'm The Problem,Morgan Wallen
2025-07-27,12,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-07-27,13,Manchild,Sabrina Carpenter
2025-07-27,14,Beautiful Things,Benson Boone
2025-07-27,15,Pink Pony Club,Chappell Roan
2025-07-27,16,Eternity,Alex Warren
2025-07-27,17,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-07-27,18,Birds Of A Feather,Billie Eilish
2025-07-27,19,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-27,20,Mutt,Leon Thomas
2025-07-27,21,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-07-27,22,Good News,Shaboozey
2025-07-27,23,What Did I Miss?,Drake
2025-07-27,24,Mystical Magical,Benson Boone
2025-07-27,25,I Got Better,Morgan Wallen
2025-07-27,26,Blue Strips,jessie murph
2025-07-27,27,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-07-27,28,Sorry I'm Here For Someone Else,Benson Boone
2025-07-27,29,Undressed,sombr
2025-07-27,30,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-07-27,31,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-27,32,Nokia,Drake
2025-07-27,33,Big Poe,"Tyler, the Creator Featuring Sk8brd"
2025-07-27,34,Backup Plan,Bailey Zimmerman & Luke Combs
2025-07-27,35,APT.,ROSE & Bruno Mars
2025-07-27,36,Burning Blue,Mariah the Scientist
2025-07-27,37,Worst Way,Riley Green
2025-07-27,38,Yukon,Justin Bieber
2025-07-27,39,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-07-27,40,30 For 30,SZA With Kendrick Lamar
2025-07-27,41,Sugar On My Tongue,"Tyler, the Creator"
2025-07-27,42,Back To Friends,sombr
2025-07-27,43,Love Somebody,Morgan Wallen
2025-07-27,44,Ring Ring Ring,"Tyler, the Creator"
2025-07-27,45,After All The Bars Are Closed,Thomas Rhett
2025-07-27,46,Crazy Train,Ozzy Osbourne
2025-07-27,47,Anxiety,Doechii
2025-07-27,48,Sucka Free,"Tyler, the Creator"
2025-07-27,49,"Mama, I'm Coming Home",Ozzy Osbourne
2025-07-27,50,Happen To Me,Russell Dickerson
2025-07-27,51,Stop Playing With Me,"Tyler, the Creator"
2025-07-27,52,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-07-27,53,Jump,BLACKPINK
2025-07-27,54,Mommanem,"Tyler, the Creator"
2025-07-27,55,I'll Take Care Of You,"Tyler, the Creator"
2025-07-27,56,Don't Tap That Glass / Tweakin',"Tyler, the Creator"
2025-07-27,57,20 Cigarettes,Morgan Wallen
2025-07-27,58,6 Months Later,Megan Moroney
2025-07-27,59,Don't You Worry Baby,"Tyler, the Creator Featuring Madison McFerrin"
2025-07-27,60,Just Keep Watching,Tate McRae
2025-07-27,61,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-07-27,62,Madeline,Zach Bryan Featuring Gabriella Rose
2025-07-27,63,Outside,Cardi B
2025-07-27,64,Kick Out,Travis Scott
2025-07-27,65,Wildflower,Billie Eilish
2025-07-27,66,Go Baby,Justin Bieber
2025-07-27,67,Bloodline,Alex Warren With Jelly Roll
2025-07-27,68,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-07-27,69,Amen,Shaboozey & Jelly Roll
2025-07-27,70,Folded,Kehlani
2025-07-27,71,Fix What You Didn't Break,Nate Smith
2025-07-27,72,Better Me For You (Brown Eyes),Max McNown
2025-07-27,73,Superman,Morgan Wallen
2025-07-27,74,House Again,Hudson Westbrook
2025-07-27,75,Dumbo,Travis Scott
2025-07-27,76,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-07-27,77,Walking Away,Justin Bieber
2025-07-27,78,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-07-27,79,Your Way's Better,Forrest Frank
2025-07-27,80,Sparks,Coldplay
2025-07-27,81,Twilight Zone,Ariana Grande
2025-07-27,82,Tell Me What It Is,"Tyler, the Creator"
2025-07-27,83,Party 4 U,Charli xcx
2025-07-27,84,1965,jessie murph
2025-07-27,85,TN,Morgan Wallen
2025-07-27,86,Chains & Whips,Clipse Featuring Kendrick Lamar
2025-07-27,87,Champain & Vacay,Travis Scott & Don Toliver
2025-07-27,88,Whim Whamiee,PLUTO & YKNIECE
2025-07-27,89,Went Legit,G Herbo
2025-07-27,90,River Washed Hair,Zach Bryan
2025-07-27,91,No Broke Boys,Disco Lines & Tinashe
2025-07-27,92,Strategy,Twice
2025-07-27,93,EOO,Bad Bunny
2025-07-27,94,Frecuencia,Dareyes de La Sierra
2025-07-27,95,Bar None,Jordan Davis
2025-07-27,96,Nice To Meet You,Myles Smith
2025-07-27,97,Nuevayol,Bad Bunny
2025-07-27,98,Rather Lie,Playboi Carti & The Weeknd
2025-07-27,99,Somewhere Over Laredo,Lainey Wilson
2025-07-27,100,Typa,Glorilla
2025-08-03,1,Ordinary,Alex Warren
2025-08-03,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-03,3,What I Want,Morgan Wallen Featuring Tate McRae
2025-08-03,4,Daisies,Justin Bieber
2025-08-03,5,Just In Case,Morgan Wallen
2025-08-03,6,Love Me Not,Ravyn Lenae
2025-08-03,7,Lose Control,Teddy Swims
2025-08-03,8,A Bar Song (Tipsy),Shaboozey
2025-08-03,9,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-08-03,10,Die With A Smile,Lady Gaga & Bruno Mars
2025-08-03,11,I'm The Problem,Morgan Wallen
2025-08-03,12,Luther,Kendrick Lamar & SZA
2025-08-03,13,Manchild,Sabrina Carpenter
2025-08-03,14,Pink Pony Club,Chappell Roan
2025-08-03,15,Beautiful Things,Benson Boone
2025-08-03,16,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-08-03,17,Good News,Shaboozey
2025-08-03,18,Mutt,Leon Thomas
2025-08-03,19,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-03,20,I Had Some Help,Post Malone Featuring Morgan Wallen
2025-08-03,21,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross
2025-08-03,22,Birds Of A Feather,Billie Eilish
2025-08-03,23,Which One,Drake & Central Cee
2025-08-03,24,I Got Better,Morgan Wallen
2025-08-03,25,Mystical Magical,Benson Boone
2025-08-03,26,Sorry I'm Here For Someone Else,Benson Boone
2025-08-03,27,All The Way,BigXthaPlug Featuring Bailey Zimmerman
2025-08-03,28,Free,"Rumi, JINU, EJAE & Andrew Choi"
2025-08-03,29,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-03,30,Undressed,sombr
2025-08-03,31,What Did I Miss?,Drake
2025-08-03,32,Back To Friends,sombr
2025-08-03,33,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-03,34,Blue Strips,jessie murph
2025-08-03,35,Backup Plan,Bailey Zimmerman & Luke Combs
2025-08-03,36,30 For 30,SZA With Kendrick Lamar
2025-08-03,37,Nokia,Drake
2025-08-03,38,Back In The Saddle,Luke Combs
2025-08-03,39,Crazy Train,Ozzy Osbourne
2025-08-03,40,Yukon,Justin Bieber
2025-08-03,41,Burning Blue,Mariah the Scientist
2025-08-03,42,After All The Bars Are Closed,Thomas Rhett
2025-08-03,43,It Depends,Chris Brown Featuring Bryson Tiller
2025-08-03,44,Worst Way,Riley Green
2025-08-03,45,APT.,ROSE & Bruno Mars
2025-08-03,46,Love Somebody,Morgan Wallen
2025-08-03,47,Ring Ring Ring,"Tyler, the Creator"
2025-08-03,48,"Mama, I'm Coming Home",Ozzy Osbourne
2025-08-03,49,Happen To Me,Russell Dickerson
2025-08-03,50,Eternity,Alex Warren
2025-08-03,51,Sugar On My Tongue,"Tyler, the Creator"
2025-08-03,52,20 Cigarettes,Morgan Wallen
2025-08-03,53,6 Months Later,Megan Moroney
2025-08-03,54,Folded,Kehlani
2025-08-03,55,Wildflower,Billie Eilish
2025-08-03,56,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea"
2025-08-03,57,I Ain't Coming Back,Morgan Wallen Featuring Post Malone
2025-08-03,58,Just Keep Watching,Tate McRae
2025-08-03,59,Big Poe,"Tyler, the Creator Featuring Sk8brd"
2025-08-03,60,Outside,Cardi B
2025-08-03,61,Jump,BLACKPINK
2025-08-03,62,Better Me For You (Brown Eyes),Max McNown
2025-08-03,63,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish
2025-08-03,64,Amen,Shaboozey & Jelly Roll
2025-08-03,65,Fix What You Didn't Break,Nate Smith
2025-08-03,66,I'll Take Care Of You,"Tyler, the Creator"
2025-08-03,67,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE"
2025-08-03,68,House Again,Hudson Westbrook
2025-08-03,69,Superman,Morgan Wallen
2025-08-03,70,Twilight Zone,Ariana Grande
2025-08-03,71,Party 4 U,Charli xcx
2025-08-03,72,Your Way's Better,Forrest Frank
2025-08-03,73,Sucka Free,"Tyler, the Creator"
2025-08-03,74,Strategy,Twice
2025-08-03,75,No Broke Boys,Disco Lines & Tinashe
2025-08-03,76,Bloodline,Alex Warren With Jelly Roll
2025-08-03,77,TN,Morgan Wallen
2025-08-03,78,Hard Fought Hallelujah,Brandon Lake X Jelly Roll
2025-08-03,79,Sparks,Coldplay
2025-08-03,80,Bar None,Jordan Davis
2025-08-03,81,Went Legit,G Herbo
2025-08-03,82,Don't You Worry Baby,"Tyler, the Creator Featuring Madison McFerrin"
2025-08-03,83,Frecuencia,Dareyes de La Sierra
2025-08-03,84,Park,Tyler Hubbard
2025-08-03,85,Rather Lie,Playboi Carti & The Weeknd
2025-08-03,86,Nice To Meet You,Myles Smith
2025-08-03,87,Somewhere Over Laredo,Lainey Wilson
2025-08-03,88,EOO,Bad Bunny
2025-08-03,89,Go Baby,Justin Bieber
2025-08-03,90,Whim Whamiee,PLUTO & YKNIECE
2025-08-03,91,Marlboro Rojo,Fuerza Regida
2025-08-03,92,Revolving Door,Tate McRae
2025-08-03,93,Typa,Glorilla
2025-08-03,94,Nuevayol,Bad Bunny
2025-08-03,95,Stop Playing With Me,"Tyler, the Creator"
2025-08-03,96,Madeline,Zach Bryan Featuring Gabriella Rose
2025-08-03,97,Mommanem,"Tyler, the Creator"
2025-08-03,98,River Washed Hair,Zach Bryan
2025-08-03,99,Don't Tap That Glass / Tweakin',"Tyler, the Creator"
2025-08-03,100,Tu Sancho,Fuerza Regida
2025-08-10,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI"
2025-08-10,2,Ordinary,Alex Warren
2025-08-10,3,The Subway,Chappell Roan
2025-08-10,4,What I Want,Morgan Wallen Featuring Tate McRae
2025-08-10,5,Daisies,Justin Bieber
2025-08-10,6,Love Me Not,Ravyn Lenae
2025-08-10,7,Just In Case,Morgan Wallen
2025-08-10,8,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-08-10,9,Lose Control,Teddy Swims
2025-08-10,10,A Bar Song (Tipsy),Shaboozey
2025-08-10,11,I'm The Problem,Morgan Wallen
2025-08-10,12,Die With A Smile,Lady Gaga & Bruno Mars
2025-08-10,13,Luther,Kendrick Lamar & SZA
2025-08-10,14,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee"
2025-08-10,15,Good News,Shaboozey
