cluster,mood,energy,acousticness,danceability,tempo,valence,mode,instrumentalness,count
0,Chill/Relax,0.546030303030303,0.47186212121212123,0.6933181818181818,113.80586363636364,0.442930303030303,0.49242424242424243,0.00553836477272727,132
1,Other,0.7265646691006756,0.19598239233706827,0.7604478576524403,108.91111475513031,0.6087057199211046,0.35815602836879434,0.0032019119969365017,282
2,Other,0.7143451327433629,0.20544790265486726,0.6106017699115045,162.4184778761062,0.5595053097345133,0.4690265486725664,0.0008121701769911496,113
3,Instrumental,0.58375,0.229375,0.63525,137.96949999999998,0.41175,0.5,0.7232500000000001,4
