cluster,mood,energy,acousticness,danceability,tempo,valence,mode,instrumentalness,count
0,Other,0.7436591131364838,0.1423798294317165,0.6978751066441934,121.7447048921073,0.579252878873005,0.0,0.00351712814345464,193
1,Chill/Relax,0.4415411764705882,0.583450588235294,0.5332352941176471,119.7234,0.3242470588235294,0.7647058823529411,0.0037989675294117643,85
2,Instrumental,0.6679333333333334,0.21553440000000001,0.6802666666666667,124.56166666666667,0.5651333333333334,0.6666666666666666,0.7652,15
3,Other,0.747787330316742,0.12602101809954752,0.6978371040723982,120.52288687782806,0.6005158371040724,1.0,0.005251119140271492,221
